"","X","AutoResp.Cycle.Loop","Chamber","MO2.no.Background.Correction","NA.","Hour","MO2","Treatment","Genotype","Time.of.Day","Day.of.Exp","Trial"
"340",67,80,5,-0.00883042733266859,5,70,0.001429783,29,90,"night",3,2
"341",68,81,5,-0.00535899483709139,5,71,0.00507317,29,90,"night",3,2
"342",69,82,5,-0.0110768242726118,5,72,-0.000926118,29,90,"night ",3,2
"343",1,11,6,0.00076679104290645,6,1,0.011835975,50,90,"day",1,2
"344",2,12,6,-0.00681990495988315,6,2,0.003875699,50,90,"day",1,2
"345",3,13,6,-0.0032487681757009,6,3,0.007622807,50,90,"day",1,2
"346",4,15,6,-0.000219889329631849,6,5,0.010805041,50,90,"day",1,2
"347",5,16,6,-0.00216141159401895,6,6,0.008766469,50,90,"day",1,2
"348",6,17,6,-0.000678852715580061,6,7,0.010320095,50,90,"day",1,2
"349",7,18,6,0.000670159582370954,6,8,0.011741689,50,90,"day",1,2
"350",8,19,6,-0.00224887198718182,6,9,0.008676144,50,90,"day",1,2
"351",9,21,6,0.00135790506214269,6,11,0.012462024,50,90,"day",1,2
"352",10,22,6,-0.00248250499140459,6,12,0.008431476,50,90,"day",1,2
"353",11,23,6,-0.0118439498435299,6,13,-0.001387096,50,90,"night",1,2
"354",12,24,6,-0.00584657505681751,6,14,0.004913696,50,90,"night",1,2
"355",13,25,6,-0.00390637006743231,6,15,0.00694711,50,90,"night",1,2
"356",14,26,6,-0.00541829930622242,6,16,0.005351062,50,90,"night",1,2
"357",15,27,6,-0.00258488555701956,6,17,0.008327219,50,90,"night",1,2
"358",16,28,6,-0.00698200801199928,6,18,0.003711385,50,90,"night",1,2
"359",17,29,6,-0.00206474880266425,6,19,0.008877469,50,90,"night",1,2
"360",18,30,6,-0.00515845131363315,6,20,0.00562467,50,90,"night",1,2
"361",19,31,6,-0.00244629230974991,6,21,0.00847161,50,90,"night",1,2
"362",20,32,6,-0.00367768842373326,6,22,0.007178572,50,90,"night",1,2
"363",21,33,6,-0.00428885695059929,6,23,0.006538184,50,90,"night",1,2
"364",22,34,6,-0.00346093184198353,6,24,0.007403146,50,90,"night",2,2
"365",23,35,6,0.000547519556134666,6,25,0.011612661,50,90,"day",2,2
"366",24,36,6,-0.0144963783444978,6,26,-0.004197728,50,90,"day ",2,2
"367",25,37,6,-0.0169318147147444,6,27,-0.006737646,50,90,"day",2,2
"368",26,38,6,-0.0162729303080737,6,28,-0.006049777,50,90,"day ",2,2
"369",27,39,6,-0.00222876229990047,6,29,0.008698912,50,90,"day",2,2
"370",28,40,6,-0.00032128294104701,6,30,0.010682651,50,90,"day ",2,2
"371",29,41,6,-0.00162105733161043,6,31,0.009335104,50,90,"day",2,2
"372",30,42,6,0.000165755686728837,6,32,0.011203909,50,90,"day ",2,2
"373",31,43,6,-0.000424123270286319,6,33,0.010592081,50,90,"day",2,2
"374",32,44,6,-0.000545414468023248,6,34,0.010466201,50,90,"day ",2,2
"375",33,45,6,-0.00137040997805464,6,35,0.009598007,50,90,"day",2,2
"376",34,46,6,-0.0033501814050639,6,36,0.007517578,50,90,"day",2,2
"377",35,47,6,-0.0027482492125425,6,37,0.008151859,50,90,"night ",2,2
"378",36,48,6,-0.00296271692988454,6,38,0.00792932,50,90,"night ",2,2
"379",37,49,6,-0.0045023879499368,6,39,0.006316012,50,90,"night ",2,2
"380",38,50,6,-0.00265625970120854,6,40,0.008254619,50,90,"night ",2,2
"381",39,51,6,-0.00606524442180877,6,41,0.004675568,50,90,"night ",2,2
"382",40,52,6,0.00319633721918316,6,42,0.014395953,50,90,"night ",2,2
"383",41,53,6,-0.00137950197240811,6,43,0.009593791,50,90,"night ",2,2
"384",42,54,6,-0.00271062472900097,6,44,0.00819629,50,90,"night ",2,2
"385",43,55,6,-0.0063350046883393,6,45,0.004398695,50,90,"night ",2,2
"386",44,56,6,-0.00252680445360283,6,46,0.008393637,50,90,"night ",2,2
"387",45,57,6,-0.00671796453994583,6,47,0.003992777,50,90,"night ",2,2
"388",46,58,6,-0.00379329019414133,6,48,0.007057784,50,90,"night",2,2
"389",47,59,6,-0.00309478846788457,6,49,0.007791786,50,90,"day",3,2
"390",48,61,6,-0.00702020246259316,6,51,0.003667428,50,90,"day",3,2
"391",49,62,6,-0.00375121014302903,6,52,0.007099062,50,90,"day ",3,2
"392",50,63,6,-0.00445857470553098,6,53,0.006355636,50,90,"day",3,2
"393",51,64,6,-0.00195182801065985,6,54,0.008987833,50,90,"day",3,2
"394",52,65,6,-0.00299037395983435,6,55,0.007899151,50,90,"day ",3,2
"395",53,66,6,-0.00326544338617636,6,56,0.007606176,50,90,"day",3,2
"396",54,67,6,0.00119612108558099,6,57,0.012293225,50,90,"day ",3,2
"397",55,68,6,-0.00406307259488121,6,58,0.006789248,50,90,"day",3,2
"398",56,69,6,-0.00128563042968829,6,59,0.009683686,50,90,"day",3,2
"399",57,70,6,-2.8876348823381e-05,6,60,0.011009339,50,90,"day",3,2
"400",58,71,6,-0.00597243178060612,6,61,0.004772826,50,90,"night",3,2
"401",59,72,6,-0.00107635977596637,6,62,0.009908793,50,90,"night",3,2
"402",60,73,6,-0.00266552600803589,6,63,0.008241923,50,90,"night",3,2
"403",61,74,6,-0.00476188065950098,6,64,0.006036394,50,90,"night",3,2
"404",62,75,6,-0.00638567931530012,6,65,0.004340745,50,90,"night",3,2
"405",63,76,6,-0.00654164969918291,6,66,0.004171167,50,90,"night",3,2
"406",64,77,6,-0.00198886647205254,6,67,0.008953434,50,90,"night",3,2
"407",65,78,6,-0.00633813108989204,6,68,0.004386304,50,90,"night",3,2
"408",66,79,6,-0.00170931301986947,6,69,0.009248396,50,90,"night",3,2
"409",67,80,6,-0.00535018975766191,6,70,0.005424188,50,90,"night",3,2
"410",68,81,6,-0.00169747865474042,6,71,0.009259657,50,90,"night",3,2
"411",69,82,6,-0.00447999044483482,6,72,0.00633171,50,90,"night ",3,2
"412",1,12,7,-0.00969746592421429,7,2,-0.022659059,15,90,"day",1,2
"413",2,13,7,-0.0137995421340359,7,3,0.025703305,15,90,"day",1,2
"414",3,14,7,-0.00526362510139785,7,4,0.015058981,15,90,"day",1,2
"415",4,15,7,-0.000841111361327905,7,5,0.018382855,15,90,"day",1,2
"416",5,16,7,-0.00252980370012594,7,6,0.016241841,15,90,"day",1,2
"417",6,17,7,-0.00352354771797613,7,7,0.017696308,15,90,"day",1,2
"418",7,18,7,-0.00312860785645921,7,8,0.018682209,15,90,"day",1,2
"419",8,19,7,-0.00398491594463345,7,9,0.014452402,15,90,"day",1,2
"420",9,21,7,-0.000670611605877883,7,11,0.020340304,15,90,"day",1,2
"421",10,22,7,-0.00480343082088693,7,12,0.019780488,15,90,"day",1,2
"422",11,23,7,-0.0171138277221198,7,13,0.022672796,15,90,"night",1,2
"423",12,24,7,-0.0143601690184661,7,14,0.018876126,15,90,"night",1,2
"424",13,25,7,-0.0112582691000086,7,15,0.009577893,15,90,"night",1,2
"425",14,26,7,-0.0111212181145675,7,16,0.013901925,15,90,"night",1,2
"426",15,27,7,-0.0085441115970936,7,17,0.013143495,15,90,"night",1,2
"427",16,28,7,-0.00987603277583741,7,18,0.012037796,15,90,"night",1,2
"428",17,29,7,-0.0106362497998442,7,19,0.012457769,15,90,"night",1,2
"429",18,30,7,-0.00870971590846388,7,20,0.011889353,15,90,"night",1,2
"430",19,31,7,-0.0101886526369078,7,21,0.012456782,15,90,"night",1,2
"431",20,32,7,-0.0102479634334749,7,22,0.013703417,15,90,"night",1,2
"432",21,33,7,-0.00962107898051971,7,23,0.012724853,15,90,"night",1,2
"433",22,34,7,-0.00941889800616873,7,24,0.010641905,15,90,"night",2,2
"434",23,35,7,0.0011350278934514,7,25,0.012227435,15,90,"day",2,2
"435",24,37,7,-0.0018376713126899,7,27,0.01929276,15,90,"day",2,2
"436",25,38,7,-0.00371661756698643,7,28,0.014852945,15,90,"day ",2,2
"437",26,39,7,-0.00112414973848643,7,29,0.02044901,15,90,"day",2,2
"438",27,40,7,-0.00129394996015766,7,30,0.014795727,15,90,"day ",2,2
"439",28,41,7,-0.00276964511260423,7,31,0.017275153,15,90,"day",2,2
"440",29,42,7,-0.0032683192831531,7,32,0.007758445,15,90,"day ",2,2
"441",30,43,7,-0.00430402099827931,7,33,0.01751458,15,90,"day",2,2
"442",31,45,7,-0.000865488026434916,7,35,0.012636396,15,90,"day",2,2
"443",32,46,7,-0.00768508758654102,7,36,0.01721351,15,90,"day",2,2
"444",33,47,7,-0.0362337247368073,7,37,0.016390476,15,90,"night ",2,2
"445",34,48,7,-0.0283408068505888,7,38,0.018036172,15,90,"night ",2,2
"446",35,49,7,-0.0106592931040979,7,39,0.010412542,15,90,"night ",2,2
"447",36,50,7,-0.011333065048184,7,40,0.009073242,15,90,"night ",2,2
"448",37,51,7,-0.0118893774192213,7,41,0.001479429,15,90,"night ",2,2
"449",38,52,7,-0.0133938877267886,7,42,-0.000379137,15,90,"night ",2,2
"450",39,53,7,-0.0120641955198201,7,43,-0.000897258,15,90,"night ",2,2
"451",40,54,7,-0.0125668145412097,7,44,0.00087354,15,90,"night ",2,2
"452",41,55,7,-0.0137811543469034,7,45,0.000298961,15,90,"night ",2,2
"453",42,56,7,-0.0130877161691278,7,46,-0.000523478,15,90,"night ",2,2
"454",43,57,7,-0.0139917630787518,7,47,-0.001553104,15,90,"night ",2,2
"455",44,58,7,-0.0134136289404872,7,48,-9.18e-05,15,90,"night",2,2
"456",45,59,7,-0.000994756145936876,7,49,0.000257425,15,90,"day",3,2
"457",46,60,7,-0.0103282222432355,7,50,-0.000440399,15,90,"day ",3,2
"458",47,61,7,-0.0150706640938898,7,51,0.01835822,15,90,"day",3,2
"459",48,62,7,-0.0198052656702651,7,52,0.01386201,15,90,"day ",3,2
"460",49,63,7,-0.0221963027326155,7,53,0.008335008,15,90,"day",3,2
"461",50,64,7,-0.00169768681093525,7,54,0.004673036,15,90,"day",3,2
"462",51,65,7,-0.00320302724945328,7,55,0.005933986,15,90,"day ",3,2
"463",52,66,7,-0.00338986582216063,7,56,0.005182982,15,90,"day",3,2
"464",53,67,7,-0.0022254913836694,7,57,0.014048376,15,90,"day ",3,2
"465",54,68,7,-0.0069131002429616,7,58,0.012588309,15,90,"day",3,2
"466",55,69,7,-0.00242085938014484,7,59,0.011945502,15,90,"day",3,2
"467",56,70,7,-0.00835835138065719,7,60,0.002602678,15,90,"day",3,2
"468",57,71,7,-0.0245822644623514,7,61,0.003121863,15,90,"night",3,2
"469",58,72,7,-0.0214514384945415,7,62,0.00339721,15,90,"night",3,2
"470",59,73,7,-0.0169083946514429,7,63,-0.040413468,15,90,"night",3,2
"471",60,74,7,-0.0185316940158102,7,64,-0.03625891,15,90,"night",3,2
"472",61,75,7,-0.0334227580213152,7,65,-0.019558499,15,90,"night",3,2
"473",62,76,7,-0.0364547580251774,7,66,-0.013409961,15,90,"night",3,2
"474",63,77,7,-0.0368654764058065,7,67,-0.014984578,15,90,"night",3,2
"475",64,78,7,-0.037975569013815,7,68,-0.024018462,15,90,"night",3,2
"476",65,79,7,-0.0384496598310935,7,69,-0.020549293,15,90,"night",3,2
"477",66,80,7,-0.0386410406006667,7,70,-0.020712863,15,90,"night",3,2
"478",67,81,7,-0.0385587417769139,7,71,-0.019241687,15,90,"night",3,2
"479",1,11,8,-0.00562461815270372,NA,1,-0.010521819,0,90,"day",1,2
"480",2,12,8,-0.00806951372240971,NA,2,-0.013095089,0,90,"day",1,2
"481",3,13,8,-0.00747989639592915,NA,3,-0.012476502,0,90,"day",1,2
"482",4,14,8,-0.00424043789187997,NA,4,-0.009076879,0,90,"day",1,2
"483",5,15,8,-0.00200239253068438,NA,5,-0.006729749,0,90,"day",1,2
"484",6,16,8,-0.00326563726751586,NA,6,-0.00805595,0,90,"day",1,2
"485",7,17,8,-0.00222047461953083,NA,7,-0.006960546,0,90,"day",1,2
"486",8,18,8,-0.0024295405163308,NA,8,-0.007178674,0,90,"day",1,2
"487",9,19,8,-0.00280661939387548,NA,9,-0.007579474,0,90,"day",1,2
"488",10,20,8,0.00511340793675705,NA,10,0.000756208,0,90,"day",1,2
"489",11,21,8,0.00394165687786694,NA,11,-0.000491681,0,90,"day",1,2
"490",12,22,8,-0.00156425106831538,NA,12,-0.006271727,0,90,"day",1,2
"491",13,23,8,-0.00943602604267113,NA,13,-0.014522475,0,90,"night",1,2
"492",14,24,8,-0.00642237236943703,NA,14,-0.011360401,0,90,"night",1,2
"493",15,25,8,-0.00418641998263146,NA,15,-0.009017426,0,90,"night",1,2
"494",16,26,8,-0.00487435167952772,NA,16,-0.00973984,0,90,"night",1,2
"495",17,27,8,-0.00467528068556871,NA,17,-0.009528963,0,90,"night",1,2
"496",18,28,8,-0.00465611324442913,NA,18,-0.009512486,0,90,"night",1,2
"497",19,29,8,-0.00473074355329976,NA,19,-0.009586836,0,90,"night",1,2
"498",20,30,8,-0.00478834728547356,NA,20,-0.009649727,0,90,"night",1,2
"499",21,31,8,-0.0058600334634398,NA,21,-0.010774668,0,90,"night",1,2
"500",22,32,8,-0.00495692273593357,NA,22,-0.009826809,0,90,"night",1,2
"501",23,33,8,-0.00519021837107508,NA,23,-0.010071828,0,90,"night",1,2
"502",24,34,8,-0.00426167353669297,NA,24,-0.009098772,0,90,"night",2,2
"503",25,35,8,0.0033253929818837,NA,25,-0.001143324,0,90,"day",2,2
"504",26,36,8,-0.00139739582203001,NA,26,-0.006110674,0,90,"day ",2,2
"505",27,37,8,-0.0020750644643554,NA,27,-0.00681391,0,90,"day",2,2
"506",28,38,8,-0.00377272117047405,NA,28,-0.008593344,0,90,"day ",2,2
"507",29,39,8,-0.00145997870087871,NA,29,-0.006163114,0,90,"day",2,2
"508",30,40,8,0.000356650920913968,NA,30,-0.004258043,0,90,"day ",2,2
"509",31,41,8,-0.00114635598043014,NA,31,-0.005837831,0,90,"day",2,2
"510",32,42,8,-0.00164583204033147,NA,32,-0.006364327,0,90,"day ",2,2
"511",33,43,8,-0.00112123403110409,NA,33,-0.005811072,0,90,"day",2,2
"512",34,45,8,-0.00207918349731234,NA,35,-0.006819001,0,90,"day",2,2
"513",35,46,8,-0.00206259107103904,NA,36,-0.006798529,0,90,"day",2,2
"514",36,47,8,-0.00836429457964775,NA,37,-0.013402567,0,90,"night ",2,2
"515",37,48,8,-0.00433036596748247,NA,38,-0.009169229,0,90,"night ",2,2
"516",38,49,8,-0.00306684865972932,NA,39,-0.007843008,0,90,"night ",2,2
"517",39,50,8,-0.0030891620749425,NA,40,-0.007868915,0,90,"night ",2,2
"518",40,51,8,-0.00462411908418992,NA,41,-0.009482235,0,90,"night ",2,2
"519",41,52,8,-0.00225296293812593,NA,42,-0.00699243,0,90,"night ",2,2
"520",42,53,8,-0.00377883653713804,NA,43,-0.008593077,0,90,"night ",2,2
"521",43,54,8,-0.00379444041410791,NA,44,-0.008609757,0,90,"night ",2,2
"522",44,55,8,-0.00416198858972207,NA,45,-0.008994222,0,90,"night ",2,2
"523",45,56,8,-0.0035651287010371,NA,46,-0.008369905,0,90,"night ",2,2
"524",46,57,8,-0.00373520783867563,NA,47,-0.008547449,0,90,"night ",2,2
"525",47,58,8,-0.00350104457719495,NA,48,-0.008304405,0,90,"night",2,2
"526",48,59,8,0.00206970159252973,NA,49,-0.002463112,0,90,"day",3,2
"527",49,61,8,-0.00167265414467022,NA,51,-0.006392579,0,90,"day",3,2
"528",50,62,8,-0.00287858674602084,NA,52,-0.007656804,0,90,"day ",3,2
"529",51,63,8,-0.00104498913667357,NA,53,-0.005731219,0,90,"day",3,2
"530",52,64,8,-0.000918702114453095,NA,54,-0.005594634,0,90,"day",3,2
"531",53,65,8,-0.000594942542165182,NA,55,-0.005258474,0,90,"day ",3,2
"532",54,66,8,-0.000540007953581042,NA,56,-0.005202002,0,90,"day",3,2
"533",55,67,8,-0.000535490681925408,NA,57,-0.00519716,0,90,"day ",3,2
"534",56,68,8,-0.000252936743556062,NA,58,-0.004899879,0,90,"day",3,2
"535",57,69,8,-0.00149680901214202,NA,59,-0.006205853,0,90,"day",3,2
"536",58,70,8,-0.00290816091188952,NA,60,-0.007685715,0,90,"day",3,2
"537",59,71,8,-0.0110612255179238,NA,61,-0.016228955,0,90,"night",3,2
"538",60,72,8,-0.0072350613746795,NA,62,-0.01221611,0,90,"night",3,2
"539",61,73,8,-0.00627198627731363,NA,63,-0.011205143,0,90,"night",3,2
"540",62,74,8,-0.00629319970988758,NA,64,-0.011228197,0,90,"night",3,2
"541",63,75,8,-0.00628300236167738,NA,65,-0.011216052,0,90,"night",3,2
"542",64,76,8,-0.00578362403562791,NA,66,-0.010694189,0,90,"night",3,2
"543",65,77,8,-0.00639632206481331,NA,67,-0.011335889,0,90,"night",3,2
"544",66,78,8,-0.00661213478385493,NA,68,-0.011564962,0,90,"night",3,2
"545",67,79,8,-0.00632383008516668,NA,69,-0.01125961,0,90,"night",3,2
"546",68,80,8,-0.00582121323792384,NA,70,-0.010732931,0,90,"night",3,2
"547",69,81,8,-0.00506993204919559,NA,71,-0.0099437,0,90,"night",3,2
"548",70,82,8,-0.00493293847190757,NA,72,-0.00980156,0,90,"night ",3,2
