"","X.2","Cycle","Chamber","MO2.no.Background.Correction","NA.","Hour","MO2","Treatment","Genotype","Time.of.Day","Day.of.Exp","X","X.1","Trial"
"263",54,67,4,-0.00779210956781018,4,56,0.035480598,"High Temp",90,"day",3,NA,NA,6
"264",55,68,4,-0.00629658966283447,4,57,0.036951581,"High Temp",90,"day",3,NA,NA,6
"265",56,69,4,-0.0251861942275799,4,58,0.017169516,"High Temp",90,"day",3,NA,NA,6
"266",57,70,4,-0.0265350761716944,4,59,0.014748857,"High Temp",90,"day",3,NA,NA,6
"267",58,71,4,-0.0133284188474618,4,60,0.02897916,"High Temp",90,"day",3,NA,NA,6
"268",59,72,4,-0.0509105085257175,4,61,-0.00574449,"High Temp",90,"night",3,NA,NA,6
"269",60,73,4,-0.044725739580836,4,62,0.002314991,"High Temp",90,"night",3,NA,NA,6
"270",61,74,4,-0.0461634905348895,4,63,0.000338525,"High Temp",90,"night",3,NA,NA,6
"271",62,75,4,-0.0458266689624539,4,64,-2.73e-05,"High Temp",90,"night",3,NA,NA,6
"272",63,76,4,-0.0463774044002068,4,65,-0.000790329,"High Temp",90,"night",3,NA,NA,6
"273",64,77,4,-0.0458149232344814,4,66,0.00055656,"High Temp",90,"night",3,NA,NA,6
"274",65,78,4,-0.0458307828964689,4,67,0.00057814,"High Temp",90,"night",3,NA,NA,6
"275",66,79,4,-0.0445106160698283,4,68,0.001628052,"High Temp",90,"night",3,NA,NA,6
"276",67,80,4,-0.0446484329732125,4,69,0.001129357,"High Temp",90,"night",3,NA,NA,6
"277",68,81,4,-0.0461935835932837,4,70,-0.000175064,"High Temp",90,"night",3,NA,NA,6
"278",69,82,4,-0.0461098208291561,4,71,-4.36e-05,"High Temp",90,"night",3,NA,NA,6
"279",70,83,4,-0.045931132590268,4,72,0.000101568,"High Temp",90,"night",3,NA,NA,6
"280",1,12,5,0.0086555507019695,5,1,0.036986326,"High NTU",84,"day",1,NA,NA,6
"281",2,13,5,0.00104200811276424,5,2,0.028868139,"High NTU",84,"day",1,NA,NA,6
"282",3,14,5,-0.00323868158787987,5,3,0.025357746,"High NTU",84,"day",1,NA,NA,6
"283",4,15,5,-0.00426116384090314,5,4,0.024893508,"High NTU",84,"day",1,NA,NA,6
"284",5,16,5,-0.00251687888961807,5,5,0.026783921,"High NTU",84,"day",1,NA,NA,6
"285",6,18,5,-0.000931426221037432,5,7,0.027083767,"High NTU",84,"day",1,NA,NA,6
"286",7,19,5,-0.00183121740694357,5,8,0.026915541,"High NTU",84,"day",1,NA,NA,6
"287",8,20,5,-0.000497320007960342,5,9,0.027752808,"High NTU",84,"day",1,NA,NA,6
"288",9,21,5,-0.000704963481635011,5,10,0.027548619,"High NTU",84,"day",1,NA,NA,6
"289",10,22,5,0.00829631762692219,5,11,0.036242531,"High NTU",84,"day",1,NA,NA,6
"290",11,23,5,-0.00269757197544536,5,12,0.025751918,"High NTU",84,"day",1,NA,NA,6
"291",12,24,5,-0.0214929271132032,5,13,0.00973386,"High NTU",84,"night",1,NA,NA,6
"292",13,25,5,-0.0167373685572784,5,14,0.014232166,"High NTU",84,"night",1,NA,NA,6
"293",14,26,5,-0.0162186184681988,5,15,0.014829037,"High NTU",84,"night",1,NA,NA,6
"294",15,27,5,-0.0166222768056612,5,16,0.014751645,"High NTU",84,"night",1,NA,NA,6
"295",16,28,5,-0.0365071404985732,5,17,-0.008389815,"High NTU",84,"night",1,NA,NA,6
"296",17,29,5,-0.0327188775574942,5,18,-0.004954439,"High NTU",84,"night",1,NA,NA,6
"297",18,30,5,-0.0336155454455514,5,19,-0.004746936,"High NTU",84,"night",1,NA,NA,6
"298",19,31,5,-0.0346290717413946,5,20,-0.005660448,"High NTU",84,"night",1,NA,NA,6
"299",20,32,5,-0.0345777950013845,5,21,-0.005984633,"High NTU",84,"night",1,NA,NA,6
"300",21,33,5,-0.0379160889034369,5,22,-0.009539067,"High NTU",84,"night",1,NA,NA,6
"301",22,34,5,-0.034271543499462,5,23,-0.006676408,"High NTU",84,"night",1,NA,NA,6
"302",23,35,5,-0.0314637665746542,5,24,0.000869265,"High NTU",84,"night",1,NA,NA,6
"303",24,36,5,-0.00790298629230705,5,25,0.02193285,"High NTU",84,"day",2,NA,NA,6
"304",25,38,5,-0.00657404366528441,5,27,0.021440196,"High NTU",84,"day",2,NA,NA,6
"305",26,39,5,-0.00956891793110204,5,28,0.018858375,"High NTU",84,"day",2,NA,NA,6
"306",27,40,5,-0.00764175975781762,5,29,0.020807764,"High NTU",84,"day",2,NA,NA,6
"307",28,41,5,-0.0107907969615098,5,30,0.017741715,"High NTU",84,"day",2,NA,NA,6
"308",29,42,5,-0.00745265698246212,5,31,0.020187388,"High NTU",84,"day",2,NA,NA,6
"309",30,43,5,-0.00910930807521586,5,32,0.01990046,"High NTU",84,"day",2,NA,NA,6
"310",31,44,5,-0.00740431962562792,5,33,0.021652423,"High NTU",84,"day",2,NA,NA,6
"311",32,45,5,-0.0123232448964949,5,34,0.016293661,"High NTU",84,"day",2,NA,NA,6
"312",33,46,5,-0.00195680695561752,5,35,0.026722504,"High NTU",84,"day",2,NA,NA,6
"313",34,47,5,0.00130232742423766,5,36,0.030378121,"High NTU",84,"day",2,NA,NA,6
"314",35,48,5,-0.032971916979712,5,37,-0.002716355,"High NTU",84,"night",2,NA,NA,6
"315",36,49,5,-0.0220835171030377,5,38,0.008455678,"High NTU",84,"night",2,NA,NA,6
"316",37,50,5,-0.0272390276080578,5,39,0.003043006,"High NTU",84,"night",2,NA,NA,6
"317",38,51,5,-0.0211187331727753,5,40,0.009511732,"High NTU",84,"night",2,NA,NA,6
"318",39,52,5,-0.0246172190511464,5,41,0.006007908,"High NTU",84,"night",2,NA,NA,6
"319",40,53,5,-0.0220008241971959,5,42,0.008093523,"High NTU",84,"night",2,NA,NA,6
"320",41,54,5,-0.0234695949567488,5,43,0.007117965,"High NTU",84,"night",2,NA,NA,6
"321",42,55,5,-0.0246509814553677,5,44,0.005291428,"High NTU",84,"night",2,NA,NA,6
"322",43,56,5,-0.0220652721285605,5,45,0.008298089,"High NTU",84,"night",2,NA,NA,6
"323",44,57,5,-0.0262410982063318,5,46,0.00383702,"High NTU",84,"night",2,NA,NA,6
"324",45,58,5,-0.020785374222499,5,47,0.009614029,"High NTU",84,"night",2,NA,NA,6
"325",46,59,5,-0.0276212785827693,5,48,0.000329725,"High NTU",84,"night",2,NA,NA,6
"326",47,60,5,-0.0159890676137559,5,49,0.01091478,"High NTU",84,"day",3,NA,NA,6
"327",48,61,5,-0.0199676464311457,5,50,0.007099253,"High NTU",84,"day",3,NA,NA,6
"328",49,62,5,-0.0181789033449795,5,51,0.008256773,"High NTU",84,"day",3,NA,NA,6
"329",50,63,5,-0.0147764635817153,5,52,0.012870686,"High NTU",84,"day",3,NA,NA,6
"330",51,64,5,-0.0173806593565768,5,53,0.009046692,"High NTU",84,"day",3,NA,NA,6
"331",52,65,5,-0.0125646503322882,5,54,0.014357199,"High NTU",84,"day",3,NA,NA,6
"332",53,66,5,-0.0148625642427625,5,55,0.011005955,"High NTU",84,"day",3,NA,NA,6
"333",54,67,5,-0.0210871071793546,5,56,0.005980716,"High NTU",84,"day",3,NA,NA,6
"334",55,68,5,-0.0126591817041283,5,57,0.015654258,"High NTU",84,"day",3,NA,NA,6
"335",56,69,5,-0.0155393063201574,5,58,0.012686138,"High NTU",84,"day",3,NA,NA,6
"336",57,70,5,-0.0133273746442844,5,59,0.014891972,"High NTU",84,"day",3,NA,NA,6
"337",58,71,5,-0.0117135380203282,5,60,0.01693135,"High NTU",84,"day",3,NA,NA,6
"338",59,72,5,-0.0369270859663704,5,61,-0.009247312,"High NTU",84,"night",3,NA,NA,6
"339",60,73,5,-0.0316947678820916,5,62,-0.001983202,"High NTU",84,"night",3,NA,NA,6
"340",61,74,5,-0.0382313527520107,5,63,-0.007865073,"High NTU",84,"night",3,NA,NA,6
"341",62,75,5,-0.03551095713107,5,64,-0.00558864,"High NTU",84,"night",3,NA,NA,6
"342",63,76,5,-0.0437677914750857,5,65,-0.013760596,"High NTU",84,"night",3,NA,NA,6
"343",64,77,5,-0.0446567454860292,5,66,-0.015666395,"High NTU",84,"night",3,NA,NA,6
"344",65,78,5,-0.0407823071257829,5,67,-0.011227428,"High NTU",84,"night",3,NA,NA,6
"345",66,79,5,-0.0463397711351508,5,68,-0.019219397,"High NTU",84,"night",3,NA,NA,6
"346",67,80,5,-0.0498899125070898,5,69,-0.021708813,"High NTU",84,"night",3,NA,NA,6
"347",68,81,5,-0.0482681663114532,5,70,-0.018973083,"High NTU",84,"night",3,NA,NA,6
"348",69,82,5,-0.0507399585674587,5,71,-0.021648757,"High NTU",84,"night",3,NA,NA,6
"349",70,83,5,-0.046143665740164,5,72,-0.017491997,"High NTU",84,"night",3,NA,NA,6
"350",1,12,6,0.00387119896324321,6,1,0.027262763,"Control",84,"day",1,NA,NA,6
"351",2,13,6,0.00518084177663328,6,2,0.022969361,"Control",84,"day",1,NA,NA,6
"352",3,14,6,0.00381610233632483,6,3,0.022949573,"Control",84,"day",1,NA,NA,6
"353",4,15,6,0.00311956964835512,6,4,0.022616786,"Control",84,"day",1,NA,NA,6
"354",5,16,6,0.00461876388057096,6,5,0.025514562,"Control",84,"day",1,NA,NA,6
"355",6,17,6,0.0065151998242874,6,6,0.028019199,"Control",84,"day",1,NA,NA,6
"356",7,18,6,0.00514628122718646,6,7,0.025438277,"Control",84,"day",1,NA,NA,6
"357",8,19,6,0.00245841356472097,6,8,0.024027693,"Control",84,"day",1,NA,NA,6
"358",9,20,6,0.000216732644434003,6,9,0.021255519,"Control",84,"day",1,NA,NA,6
"359",10,21,6,0.00146496239845594,6,10,0.023287933,"Control",84,"day",1,NA,NA,6
"360",11,22,6,0.00581518254173533,6,11,0.026851498,"Control",84,"day",1,NA,NA,6
"361",12,23,6,-0.00227322592747689,6,12,0.019174007,"Control",84,"day",1,NA,NA,6
"362",13,24,6,-0.0138981150602941,6,13,0.001985826,"Control",84,"night",1,NA,NA,6
"363",14,25,6,-0.0233975361909598,6,14,-0.004798932,"Control",84,"night",1,NA,NA,6
"364",15,26,6,-0.0243016732232849,6,15,-0.005194616,"Control",84,"night",1,NA,NA,6
"365",16,27,6,-0.0227762252491912,6,16,-0.003272898,"Control",84,"night",1,NA,NA,6
"366",17,28,6,-0.0262324496199631,6,17,-0.006868265,"Control",84,"night",1,NA,NA,6
"367",18,29,6,-0.0234800700839774,6,18,-0.004438776,"Control",84,"night",1,NA,NA,6
"368",19,30,6,-0.0236446203635197,6,19,-0.004179874,"Control",84,"night",1,NA,NA,6
"369",20,31,6,-0.024565007380683,6,20,-0.005278343,"Control",84,"night",1,NA,NA,6
"370",21,32,6,-0.024336338637674,6,21,-0.005019178,"Control",84,"night",1,NA,NA,6
"371",22,33,6,-0.0256262402714132,6,22,-0.006366834,"Control",84,"night",1,NA,NA,6
"372",23,34,6,-0.0249039199389256,6,23,-0.005928856,"Control",84,"night",1,NA,NA,6
"373",24,35,6,-0.0243803758582511,6,24,-0.005891646,"Control",84,"night",1,NA,NA,6
"374",25,36,6,0.00274006785403394,6,25,0.021450207,"Control",84,"day",2,NA,NA,6
"375",26,37,6,0.00518488983711002,6,26,0.024418497,"Control",84,"day",2,NA,NA,6
"376",27,38,6,0.00157638061869377,6,27,0.019908506,"Control",84,"day",2,NA,NA,6
"377",28,39,6,-0.000121809150416453,6,28,0.01816885,"Control",84,"day",2,NA,NA,6
"378",29,40,6,0.00597365554726255,6,29,0.024267393,"Control",84,"day",2,NA,NA,6
"379",30,41,6,0.00377226759143489,6,30,0.02219189,"Control",84,"day",2,NA,NA,6
"380",31,42,6,0.00372591639068852,6,31,0.021464232,"Control",84,"day",2,NA,NA,6
"381",32,43,6,0.00361201861533158,6,32,0.022558722,"Control",84,"day",2,NA,NA,6
"382",33,44,6,0.00311344981799298,6,33,0.0207368,"Control",84,"day",2,NA,NA,6
"383",34,45,6,0.000561391460006712,6,34,0.018663298,"Control",84,"day",2,NA,NA,6
"384",35,47,6,0.00564937785513215,6,36,0.02412807,"Control",84,"day",2,NA,NA,6
"385",36,48,6,-0.0329227353140637,6,37,-0.014974261,"Control",84,"night",2,NA,NA,6
"386",37,49,6,-0.0275930450603014,6,38,-0.010520639,"Control",84,"night",2,NA,NA,6
"387",38,50,6,-0.0313125632725697,6,39,-0.014453596,"Control",84,"night",2,NA,NA,6
"388",39,51,6,-0.0260709363303983,6,40,-0.008789185,"Control",84,"night",2,NA,NA,6
"389",40,52,6,-0.0279753661459969,6,41,-0.010310284,"Control",84,"night",2,NA,NA,6
"390",41,53,6,-0.0275535427913142,6,42,-0.010559664,"Control",84,"night",2,NA,NA,6
"391",42,54,6,-0.0275011023513648,6,43,-0.010026241,"Control",84,"night",2,NA,NA,6
"392",43,55,6,-0.0305081497365658,6,44,-0.014498318,"Control",84,"night",2,NA,NA,6
"393",44,56,6,-0.0278682024220611,6,45,-0.011129084,"Control",84,"night",2,NA,NA,6
"394",45,57,6,-0.0303923847379083,6,46,-0.013600006,"Control",84,"night",2,NA,NA,6
"395",46,58,6,-0.0284079068455475,6,47,-0.011759446,"Control",84,"night",2,NA,NA,6
"396",47,59,6,-0.0321447024865687,6,48,-0.015610138,"Control",84,"night",2,NA,NA,6
"397",48,60,6,0.00122270284887479,6,49,0.018393397,"Control",84,"day",3,NA,NA,6
"398",49,61,6,-0.0027038707623611,6,50,0.015213232,"Control",84,"day",3,NA,NA,6
"399",50,62,6,0.000565365997551705,6,51,0.018476083,"Control",84,"day",3,NA,NA,6
"400",51,63,6,-0.000946638663922438,6,52,0.017067916,"Control",84,"day",3,NA,NA,6
"401",52,64,6,-0.000493869300192628,6,53,0.017292164,"Control",84,"day",3,NA,NA,6
"402",53,65,6,0.00186803224647358,6,54,0.020185546,"Control",84,"day",3,NA,NA,6
"403",54,66,6,0.000583253396572969,6,55,0.018249353,"Control",84,"day",3,NA,NA,6
"404",55,67,6,-0.0026154380800869,6,56,0.01618514,"Control",84,"day",3,NA,NA,6
"405",56,68,6,0.00096943268621411,6,57,0.019699694,"Control",84,"day",3,NA,NA,6
"406",57,69,6,-0.00147932540774528,6,58,0.016909937,"Control",84,"day",3,NA,NA,6
"407",58,70,6,0.000987033489916823,6,59,0.019442664,"Control",84,"day",3,NA,NA,6
"408",59,72,6,-0.0175368528608961,6,61,0.002261514,"Control",84,"night",3,NA,NA,6
"409",60,73,6,-0.0141911022113591,6,62,0.00624552,"Control",84,"night",3,NA,NA,6
"410",61,74,6,-0.0188521165272419,6,63,0.001574229,"Control",84,"night",3,NA,NA,6
"411",62,75,6,-0.0163006317595394,6,64,0.00418227,"Control",84,"night",3,NA,NA,6
"412",63,76,6,-0.0169216058594662,6,65,0.004334375,"Control",84,"night",3,NA,NA,6
"413",64,77,6,-0.0181453587020327,6,66,0.00222185,"Control",84,"night",3,NA,NA,6
"414",65,78,6,-0.0152710282136201,6,67,0.005364389,"Control",84,"night",3,NA,NA,6
"415",66,79,6,-0.0176914198259466,6,68,0.002117195,"Control",84,"night",3,NA,NA,6
"416",67,80,6,-0.0283959819613088,6,69,-0.008912619,"Control",84,"night",3,NA,NA,6
"417",68,81,6,-0.027171420427046,6,70,-0.00728464,"Control",84,"night",3,NA,NA,6
"418",69,82,6,-0.0299004335857285,6,71,-0.010433785,"Control",84,"night",3,NA,NA,6
"419",70,83,6,-0.0270886526557781,6,72,-0.007900749,"Control",84,"night",3,NA,NA,6
"420",1,12,7,0.00732345141937164,7,1,0.065461473,"High NTU",90,"day",1,NA,NA,6
"421",2,13,7,-0.00297668332859103,7,2,0.052583898,"High NTU",90,"day",1,NA,NA,6
"422",3,14,7,-0.00967031329957489,7,3,0.046192623,"High NTU",90,"day",1,NA,NA,6
"423",4,15,7,-0.0130924993035465,7,4,0.045129319,"High NTU",90,"day",1,NA,NA,6
"424",5,16,7,-0.00390002950749671,7,5,0.052765246,"High NTU",90,"day",1,NA,NA,6
"425",6,18,7,-0.0042729179430969,7,7,0.051212979,"High NTU",90,"day",1,NA,NA,6
"426",7,19,7,-0.00633164850040401,7,8,0.049762441,"High NTU",90,"day",1,NA,NA,6
"427",8,20,7,-0.00406151601364859,7,9,0.05174145,"High NTU",90,"day",1,NA,NA,6
"428",9,21,7,-0.0162670876308319,7,10,0.038697376,"High NTU",90,"day",1,NA,NA,6
"429",10,22,7,-0.00168730880606456,7,11,0.051904172,"High NTU",90,"day",1,NA,NA,6
"430",11,23,7,-0.0116923593206719,7,12,0.043345731,"High NTU",90,"day",1,NA,NA,6
"431",12,24,7,-0.0285163471988588,7,13,0.031265085,"High NTU",90,"night",1,NA,NA,6
"432",13,25,7,-0.0243294146578896,7,14,0.034192464,"High NTU",90,"night",1,NA,NA,6
"433",14,26,7,-0.0272364433674279,7,15,0.032074057,"High NTU",90,"night",1,NA,NA,6
"434",15,27,7,-0.0278300588788619,7,16,0.031720834,"High NTU",90,"night",1,NA,NA,6
"435",16,28,7,-0.072830888588249,7,17,-0.022146114,"High NTU",90,"night",1,NA,NA,6
"436",17,29,7,-0.0824406672240972,7,18,-0.034401381,"High NTU",90,"night",1,NA,NA,6
"437",18,30,7,-0.0797447019930374,7,19,-0.032584142,"High NTU",90,"night",1,NA,NA,6
"438",19,31,7,-0.0822335349447399,7,20,-0.035048916,"High NTU",90,"night",1,NA,NA,6
"439",20,32,7,-0.0823788676387566,7,21,-0.035466954,"High NTU",90,"night",1,NA,NA,6
"440",21,33,7,-0.0816629059426366,7,22,-0.035095791,"High NTU",90,"night",1,NA,NA,6
"441",22,34,7,-0.0811606412747822,7,23,-0.034780471,"High NTU",90,"night",1,NA,NA,6
"442",23,35,7,-0.0732157092140602,7,24,-0.014968062,"High NTU",90,"night",1,NA,NA,6
"443",24,36,7,-0.00170055658078158,7,25,0.054375873,"High NTU",90,"day",2,NA,NA,6
"444",25,38,7,-0.00955288560552008,7,27,0.045794267,"High NTU",90,"day",2,NA,NA,6
"445",26,39,7,-0.0124238433521737,7,28,0.042497534,"High NTU",90,"day",2,NA,NA,6
"446",27,40,7,-0.00974776441701893,7,29,0.046577552,"High NTU",90,"day",2,NA,NA,6
"447",28,41,7,-0.0127458495793763,7,30,0.043456411,"High NTU",90,"day",2,NA,NA,6
"448",29,42,7,-0.00948404200539755,7,31,0.045799735,"High NTU",90,"day",2,NA,NA,6
"449",30,43,7,-0.0099711489773648,7,32,0.046379101,"High NTU",90,"day",2,NA,NA,6
"450",31,44,7,-0.00269350795385158,7,33,0.052924295,"High NTU",90,"day",2,NA,NA,6
"451",32,45,7,-0.014267554281359,7,34,0.042587773,"High NTU",90,"day",2,NA,NA,6
"452",33,46,7,-0.01011633698375,7,35,0.045909831,"High NTU",90,"day",2,NA,NA,6
"453",34,47,7,-0.0121252321117993,7,36,0.043017477,"High NTU",90,"day",2,NA,NA,6
"454",35,48,7,-0.02507017044293,7,37,0.034098805,"High NTU",90,"night",2,NA,NA,6
"455",36,49,7,-0.0223787674433341,7,38,0.037111423,"High NTU",90,"night",2,NA,NA,6
"456",37,50,7,-0.0221758506593734,7,39,0.037134636,"High NTU",90,"night",2,NA,NA,6
"457",38,51,7,-0.02240074072658,7,40,0.036769844,"High NTU",90,"night",2,NA,NA,6
"458",39,52,7,-0.0238768489532712,7,41,0.035102313,"High NTU",90,"night",2,NA,NA,6
"459",40,53,7,-0.0242951360693788,7,42,0.034327438,"High NTU",90,"night",2,NA,NA,6
"460",41,54,7,-0.0249547158399408,7,43,0.034097229,"High NTU",90,"night",2,NA,NA,6
"461",42,55,7,-0.0236359558880881,7,44,0.034834735,"High NTU",90,"night",2,NA,NA,6
"462",43,56,7,-0.0248708157427394,7,45,0.034387226,"High NTU",90,"night",2,NA,NA,6
"463",44,57,7,-0.0250612512345487,7,46,0.033761693,"High NTU",90,"night",2,NA,NA,6
"464",45,58,7,-0.0248153817148005,7,47,0.034192961,"High NTU",90,"night",2,NA,NA,6
"465",46,59,7,-0.0266872378800139,7,48,0.031301773,"High NTU",90,"night",2,NA,NA,6
"466",47,60,7,-0.00675909833055712,7,49,0.049779569,"High NTU",90,"day",3,NA,NA,6
"467",48,61,7,-0.0193325917693117,7,50,0.037570201,"High NTU",90,"day",3,NA,NA,6
"468",49,62,7,-0.0181744513723409,7,51,0.037195196,"High NTU",90,"day",3,NA,NA,6
"469",50,63,7,-0.019891523674797,7,52,0.03427171,"High NTU",90,"day",3,NA,NA,6
"470",51,64,7,-0.0210800786624994,7,53,0.03402465,"High NTU",90,"day",3,NA,NA,6
"471",52,65,7,-0.0314438871736045,7,54,0.023399104,"High NTU",90,"day",3,NA,NA,6
"472",53,66,7,-0.016198981658283,7,55,0.041552088,"High NTU",90,"day",3,NA,NA,6
"473",54,67,7,-0.00827559427782449,7,56,0.047524469,"High NTU",90,"day",3,NA,NA,6
"474",55,68,7,-0.00663249459011624,7,57,0.04996114,"High NTU",90,"day",3,NA,NA,6
"475",56,69,7,-0.0300292733486462,7,58,0.026224488,"High NTU",90,"day",3,NA,NA,6
"476",57,70,7,-0.0292865488214225,7,59,0.026399581,"High NTU",90,"day",3,NA,NA,6
"477",58,71,7,-0.0273103936981221,7,60,0.028233878,"High NTU",90,"day",3,NA,NA,6
"478",59,72,7,-0.0856971978897099,7,61,-0.041470415,"High NTU",90,"night",3,NA,NA,6
"479",60,73,7,-0.0854127468005089,7,62,-0.04064574,"High NTU",90,"night",3,NA,NA,6
"480",61,74,7,-0.0959051406504235,7,63,-0.050732068,"High NTU",90,"night",3,NA,NA,6
"481",62,75,7,-0.0890689318437055,7,64,-0.043585035,"High NTU",90,"night",3,NA,NA,6
"482",63,76,7,-0.0878218003638192,7,65,-0.041095436,"High NTU",90,"night",3,NA,NA,6
"483",64,77,7,-0.0901571548475538,7,66,-0.044575796,"High NTU",90,"night",3,NA,NA,6
"484",65,78,7,-0.0915758434482362,7,67,-0.045636147,"High NTU",90,"night",3,NA,NA,6
"485",66,79,7,-0.0917355155499096,7,68,-0.045908316,"High NTU",90,"night",3,NA,NA,6
"486",67,80,7,-0.0966492769772056,7,69,-0.05276337,"High NTU",90,"night",3,NA,NA,6
"487",68,81,7,-0.0955486147733085,7,70,-0.05125595,"High NTU",90,"night",3,NA,NA,6
"488",69,82,7,-0.097101102006859,7,71,-0.05266064,"High NTU",90,"night",3,NA,NA,6
"489",70,83,7,-0.098113937231572,7,72,-0.055109942,"High NTU",90,"night",3,NA,NA,6
"490",1,12,8,0.0189218129804412,8,1,0.14092352,"Control",90,"day",1,NA,NA,6
"491",2,13,8,0.00398103830387369,8,2,0.079594624,"Control",90,"day",1,NA,NA,6
"492",3,14,8,-0.00512590717110486,8,3,0.089169622,"Control",90,"day",1,NA,NA,6
"493",4,15,8,0.00205564408404737,8,4,0.09255701,"Control",90,"day",1,NA,NA,6
"494",5,16,8,0.00178631434692653,8,5,0.104282462,"Control",90,"day",1,NA,NA,6
"495",6,18,8,0.00314439823637151,8,7,0.089775957,"Control",90,"day",1,NA,NA,6
"496",7,19,8,0.00192395468168362,8,8,0.070746077,"Control",90,"day",1,NA,NA,6
"497",8,20,8,0.00313405362008341,8,9,0.090190408,"Control",90,"day",1,NA,NA,6
"498",9,21,8,0.00440191583550524,8,10,0.066172106,"Control",90,"day",1,NA,NA,6
"499",10,22,8,0.0154710698475413,8,11,0.074610401,"Control",90,"day",1,NA,NA,6
"500",11,23,8,0.00174161612323586,8,12,0.068935626,"Control",90,"day",1,NA,NA,6
"501",12,24,8,-0.0329246043272306,8,13,0.027830698,"Control",90,"night",1,NA,NA,6
"502",13,25,8,-0.0303315835590113,8,14,0.038426453,"Control",90,"night",1,NA,NA,6
"503",14,26,8,-0.0292428328904204,8,15,0.036150933,"Control",90,"night",1,NA,NA,6
"504",15,27,8,-0.0301556075509256,8,16,0.02484584,"Control",90,"night",1,NA,NA,6
"505",16,28,8,-0.0349272219956985,8,17,0.036084728,"Control",90,"night",1,NA,NA,6
"506",17,29,8,-0.0425727557259226,8,18,0.041326518,"Control",90,"night",1,NA,NA,6
"507",18,30,8,-0.0358559769768282,8,19,0.047211146,"Control",90,"night",1,NA,NA,6
"508",19,31,8,-0.0122823046208007,8,20,0.03624035,"Control",90,"night",1,NA,NA,6
"509",20,32,8,-0.0071800694742604,8,21,0.034773662,"Control",90,"night",1,NA,NA,6
"510",21,33,8,-0.032564148260335,8,22,0.036753559,"Control",90,"night",1,NA,NA,6
"511",22,34,8,-0.0441335233927473,8,23,0.037100206,"Control",90,"night",1,NA,NA,6
"512",23,35,8,-0.045533333802117,8,24,0.045105056,"Control",90,"night",1,NA,NA,6
"513",24,36,8,-0.00015793711984842,8,25,0.085114597,"Control",90,"day",2,NA,NA,6
"514",25,38,8,-0.00014029635260336,8,27,0.060212519,"Control",90,"day",2,NA,NA,6
"515",26,39,8,-0.0035053029085252,8,28,0.067918529,"Control",90,"day",2,NA,NA,6
"516",27,40,8,-0.000868319840253796,8,29,0.056901237,"Control",90,"day",2,NA,NA,6
"517",28,41,8,-0.00617539832022502,8,30,0.061990585,"Control",90,"day",2,NA,NA,6
"518",29,42,8,0.00111102127700467,8,31,0.077178026,"Control",90,"day",2,NA,NA,6
"519",30,43,8,-0.00441019039781566,8,32,0.066842263,"Control",90,"day",2,NA,NA,6
"520",31,44,8,-0.00298871333986922,8,33,0.069668547,"Control",90,"day",2,NA,NA,6
"521",32,45,8,-0.00585242335703153,8,34,0.074484382,"Control",90,"day",2,NA,NA,6
"522",33,46,8,-0.0048903719321217,8,35,0.082733239,"Control",90,"day",2,NA,NA,6
"523",34,47,8,-0.00184811586755482,8,36,0.069193157,"Control",90,"day",2,NA,NA,6
"524",35,48,8,-0.0415677071940357,8,37,0.018936053,"Control",90,"night",2,NA,NA,6
"525",36,49,8,-0.0362164184518602,8,38,0.033122799,"Control",90,"night",2,NA,NA,6
"526",37,50,8,-0.0355250715844109,8,39,0.027310008,"Control",90,"night",2,NA,NA,6
"527",38,51,8,-0.0192195460295972,8,40,0.034607151,"Control",90,"night",2,NA,NA,6
"528",39,61,8,-0.00276278597734638,8,41,0.069653857,"Control",90,"day",3,NA,NA,6
"529",40,62,8,-0.00553210102748616,8,42,0.038529016,"Control",90,"day",3,NA,NA,6
"530",41,63,8,-0.0073109750367287,8,43,0.047238946,"Control",90,"day",3,NA,NA,6
"531",42,64,8,-0.00607190113559099,8,44,0.045736742,"Control",90,"day",3,NA,NA,6
"532",43,65,8,-0.00405049810451402,8,45,0.048636753,"Control",90,"day",3,NA,NA,6
"533",44,66,8,-0.00587818484494267,8,46,0.041907921,"Control",90,"day",3,NA,NA,6
"534",45,67,8,-0.00911419144027547,8,47,0.041144054,"Control",90,"day",3,NA,NA,6
"535",46,68,8,-0.00635812040780126,8,48,0.043613221,"Control",90,"day",3,NA,NA,6
"536",47,69,8,-0.0105008193248419,8,49,0.045503223,"Control",90,"day",3,NA,NA,6
"537",48,70,8,-0.0124661287026649,8,50,0.047098347,"Control",90,"day",3,NA,NA,6
"538",49,71,8,-0.00368801735179608,8,51,0.053279461,"Control",90,"day",3,NA,NA,6
