"","Chamber","X.1","X","AutoResp.Cycle.Loop","MO2.no.Background.Correction","Hour","Treatment","Time.of.Day","Day","MO2","Genotype","Trial","Max.Dark.MO2","MO2.from.Dark.Max"
"233",4,233,20,32,-0.0236898291206077,20,0,"night",1,-0.011739835,50,4,0.000942908674682347,-0.02463273779529
"234",4,234,21,33,-0.0227014125732096,21,0,"night",1,-0.010710651,50,4,0.000942908674682347,-0.0236443212478919
"235",4,235,22,34,-0.00734133513151819,22,0,"night",1,0.00524037,50,4,0.000942908674682347,-0.00828424380620054
"236",4,236,23,35,-0.000211014939717069,23,0,"night",1,0.012644373,50,4,0.000942908674682347,-0.00115392361439942
"237",4,237,24,36,0.000942908674682347,24,0,"night",1,0.013844817,50,4,0.000942908674682347,0
"238",4,238,25,37,0.00171385828473034,25,0,"day",2,0.014647944,50,4,0.000942908674682347,0.000770949610047993
"239",4,239,26,38,0.00283745498233871,26,0,"day",2,0.015811515,50,4,0.000942908674682347,0.00189454630765636
"240",4,240,27,39,-0.00146751058397236,27,0,"day",2,0.011337685,50,4,0.000942908674682347,-0.00241041925865471
"241",4,241,28,40,8.34777244010097e-05,28,0,"day",2,0.012950992,50,4,0.000942908674682347,-0.000859430950281337
"242",4,242,29,41,-0.00128170902186866,29,0,"day",2,0.011533373,50,4,0.000942908674682347,-0.00222461769655101
"243",4,243,30,42,0.00890472176281157,30,0,"day",2,0.022118641,50,4,0.000942908674682347,0.00796181308812922
"244",4,244,31,43,0.000994890971818072,31,0,"day",2,0.013886761,50,4,0.000942908674682347,5.1982297135725e-05
"245",4,245,32,44,0.00158419765558846,32,0,"day",2,0.014501752,50,4,0.000942908674682347,0.000641288980906113
"246",4,246,33,45,-0.000153829948903638,33,0,"day",2,0.012700453,50,4,0.000942908674682347,-0.00109673862358599
"247",4,247,34,46,0.00172272877423099,34,0,"day",2,0.014648987,50,4,0.000942908674682347,0.000779820099548643
"248",4,248,35,47,-3.83140083800391e-05,35,0,"day",2,0.012823619,50,4,0.000942908674682347,-0.000981222683062386
"249",4,249,36,48,0.0014160607893219,36,0,"day",2,0.014334392,50,4,0.000942908674682347,0.000473152114639553
"250",4,250,37,49,-0.0271041141661436,37,0,"night",2,-0.015287338,50,4,0.000942908674682347,-0.0280470228408259
"251",4,251,38,50,-0.0238036843914304,38,0,"night",2,-0.011857217,50,4,0.000942908674682347,-0.0247465930661127
"252",4,252,39,51,-0.028215700641907,39,0,"night",2,-0.016443121,50,4,0.000942908674682347,-0.0291586093165893
"253",4,253,40,52,-0.0232766999301789,40,0,"night",2,-0.011307836,50,4,0.000942908674682347,-0.0242196086048612
"254",4,254,41,53,-0.0256993654802438,41,0,"night",2,-0.013829332,50,4,0.000942908674682347,-0.0266422741549261
"255",4,255,42,54,-0.0242109105413408,42,0,"night",2,-0.012280313,50,4,0.000942908674682347,-0.0251538192160231
"256",4,256,43,55,-0.0257762519042193,43,0,"night",2,-0.013910108,50,4,0.000942908674682347,-0.0267191605789016
"257",4,257,44,56,-0.00416019801816553,44,0,"night",2,0.008544381,50,4,0.000942908674682347,-0.00510310669284788
"258",4,258,45,57,-0.00313827914913554,45,0,"night",2,0.009601611,50,4,0.000942908674682347,-0.00408118782381789
"259",4,259,46,58,-0.0237899114918754,46,0,"night",2,-0.011842897,50,4,0.000942908674682347,-0.0247328201665577
"260",4,260,47,59,-0.024299948076587,47,0,"night",2,-0.012373292,50,4,0.000942908674682347,-0.0252428567512693
"261",4,261,48,60,-0.0233197001743534,48,0,"night",2,-0.011354907,50,4,0.000942908674682347,-0.0242626088490357
"262",4,262,49,61,-0.00014875805437953,49,0,"day",3,0.012698156,50,4,0.000942908674682347,-0.00109166672906188
"263",4,263,50,62,0.00473870736280117,50,0,"day",3,0.017788909,50,4,0.000942908674682347,0.00379579868811882
"264",4,264,51,63,-0.00117599431815864,51,0,"day",3,0.011633881,50,4,0.000942908674682347,-0.00211890299284099
"265",4,265,52,64,-0.000206153603842613,52,0,"day",3,0.012648451,50,4,0.000942908674682347,-0.00114906227852496
"266",4,266,53,65,-0.00223470832448723,53,0,"day",3,0.010526359,50,4,0.000942908674682347,-0.00317761699916958
"267",4,267,54,66,-0.00158271328039948,54,0,"day",3,0.011211795,50,4,0.000942908674682347,-0.00252562195508183
"268",4,268,55,67,0.00991789951530793,55,0,"day",3,0.023165667,50,4,0.000942908674682347,0.00897499084062558
"269",4,269,56,68,0.0103562459518816,56,0,"day",3,0.023619067,50,4,0.000942908674682347,0.00941333727719925
"270",4,270,57,69,0.00802541796954626,57,0,"day",3,0.021201747,50,4,0.000942908674682347,0.00708250929486391
"271",4,271,58,70,0.0117313400076058,58,0,"day",3,0.025044944,50,4,0.000942908674682347,0.0107884313329235
"272",4,272,59,71,0.00427847400446107,59,0,"day",3,0.01730858,50,4,0.000942908674682347,0.00333556532977872
"273",4,273,60,72,0.00435142272676739,60,0,"day",3,0.017381306,50,4,0.000942908674682347,0.00340851405208504
"274",4,274,61,73,-0.047045831346012,61,0,"night",3,-0.036008355,50,4,0.000942908674682347,-0.0479887400206943
"275",4,275,62,74,-0.0278172305478365,62,0,"night",3,-0.016034207,50,4,0.000942908674682347,-0.0287601392225188
"276",4,276,63,75,-0.0276189884476846,63,0,"night",3,-0.015825678,50,4,0.000942908674682347,-0.0285618971223669
"277",4,277,64,76,-0.0177933649990555,64,0,"night",3,-0.00561978,50,4,0.000942908674682347,-0.0187362736737378
"278",4,278,65,77,-0.00957489787148362,65,0,"night",3,0.002917577,50,4,0.000942908674682347,-0.010517806546166
"279",4,279,66,78,-0.00923793133307224,66,0,"night",3,0.003270665,50,4,0.000942908674682347,-0.0101808400077546
"280",4,280,67,79,-0.00316908740396112,67,0,"night",3,0.00957252,50,4,0.000942908674682347,-0.00411199607864347
"281",4,281,68,80,-0.00537754146624922,68,0,"night",3,0.007280774,50,4,0.000942908674682347,-0.00632045014093157
"282",4,282,69,81,-0.00058863316706881,69,0,"night",3,0.012251144,50,4,0.000942908674682347,-0.00153154184175116
"283",4,283,70,82,-0.00259551234465403,70,0,"night",3,0.010170848,50,4,0.000942908674682347,-0.00353842101933638
"284",4,284,71,83,-0.00140962989925289,71,0,"night",3,0.011394949,50,4,0.000942908674682347,-0.00235253857393524
"285",5,285,1,13,0.0171149240695266,1,29,"day",1,0.027099078,60,4,-0.00466006475651293,0.0217749888260395
"286",5,286,2,14,0.00172712141641169,2,29,"day",1,0.011071978,60,4,-0.00466006475651293,0.00638718617292462
"287",5,287,3,15,0.00938565268656741,3,29,"day",1,0.019033857,60,4,-0.00466006475651293,0.0140457174430803
"288",5,288,4,16,0.00504586806114735,4,29,"day",1,0.014524665,60,4,-0.00466006475651293,0.00970593281766028
"289",5,289,5,17,0.00197587747404309,5,29,"day",1,0.011314821,60,4,-0.00466006475651293,0.00663594223055602
"290",5,290,6,18,0.000179795915067077,6,29,"day",1,0.009468851,60,4,-0.00466006475651293,0.00483986067158001
"291",5,291,7,19,-0.00733469805069515,7,29,"day",1,0.001638175,60,4,-0.00466006475651293,-0.00267463329418222
"292",5,292,8,20,0.00651220142003248,8,29,"day",1,0.016047893,60,4,-0.00466006475651293,0.0111722661765454
"293",5,293,9,21,-0.00164614340114787,9,29,"day",1,0.007556328,60,4,-0.00466006475651293,0.00301392135536506
"294",5,294,10,22,0.00770841459492821,10,29,"day",1,0.01728709,60,4,-0.00466006475651293,0.0123684793514411
"295",5,295,11,23,0.00588881404701066,11,29,"day",1,0.015396788,60,4,-0.00466006475651293,0.0105488788035236
"296",5,296,12,24,0.00691271812830815,12,29,"day",1,0.016455211,60,4,-0.00466006475651293,0.0115727828848211
"297",5,297,13,25,-0.05241962411716,13,29,"night",1,-0.045288688,60,4,-0.00466006475651293,-0.0477595593606471
"298",5,298,14,26,-0.0392414769256971,14,29,"night",1,-0.031568401,60,4,-0.00466006475651293,-0.0345814121691842
"299",5,299,15,27,-0.0420219109865841,15,29,"night",1,-0.034460613,60,4,-0.00466006475651293,-0.0373618462300712
"300",5,300,16,28,-0.0412926249434188,16,29,"night",1,-0.033704538,60,4,-0.00466006475651293,-0.0366325601869059
"301",5,301,17,29,-0.0388175874068859,17,29,"night",1,-0.031125348,60,4,-0.00466006475651293,-0.034157522650373
"302",5,302,18,30,-0.0365707923941479,18,29,"night",1,-0.028788712,60,4,-0.00466006475651293,-0.031910727637635
"303",5,303,19,31,-0.0361114634095704,19,29,"night",1,-0.028305461,60,4,-0.00466006475651293,-0.0314513986530575
"304",5,304,20,32,-0.0375183971843126,20,29,"night",1,-0.029774167,60,4,-0.00466006475651293,-0.0328583324277997
"305",5,305,21,33,-0.0382551907744729,21,29,"night",1,-0.030536917,60,4,-0.00466006475651293,-0.03359512601796
"306",5,306,22,34,-0.0397369864757472,22,29,"night",1,-0.032084445,60,4,-0.00466006475651293,-0.0350769217192343
"307",5,307,23,35,-0.0392373791648581,23,29,"night",1,-0.031561676,60,4,-0.00466006475651293,-0.0345773144083452
"308",5,308,24,36,-0.0384787723670707,24,29,"night",1,-0.03077364,60,4,-0.00466006475651293,-0.0338187076105578
"309",5,309,25,37,0.000883359013997539,25,29,"day",2,0.010195,60,4,-0.00466006475651293,0.00554342377051047
"310",5,310,26,38,-0.0148758173529316,26,29,"day",2,-0.006215306,60,4,-0.00466006475651293,-0.0102157525964187
"311",5,311,27,39,0.00325491687359042,27,29,"day",2,0.01265845,60,4,-0.00466006475651293,0.00791498163010335
"312",5,312,28,40,0.00136752930429644,28,29,"day",2,0.010689129,60,4,-0.00466006475651293,0.00602759406080937
"313",5,313,29,41,0.00448321747759053,29,29,"day",2,0.013927862,60,4,-0.00466006475651293,0.00914328223410346
"314",5,314,30,42,-0.000330500494400333,30,29,"day",2,0.008927255,60,4,-0.00466006475651293,0.0043295642621126
"315",5,315,31,43,-0.00603491045359611,31,29,"day",2,0.002979937,60,4,-0.00466006475651293,-0.00137484569708318
"316",5,316,32,44,-0.00405063093575954,32,29,"day",2,0.005048026,60,4,-0.00466006475651293,0.00060943382075339
"317",5,317,33,45,-0.0024519443373158,33,29,"day",2,0.006717127,60,4,-0.00466006475651293,0.00220812041919713
"318",5,318,34,46,-0.000821808345801727,34,29,"day",2,0.008417556,60,4,-0.00466006475651293,0.0038382564107112
"319",5,319,35,47,-0.00423533846219894,35,29,"day",2,0.004866356,60,4,-0.00466006475651293,0.00042472629431399
"320",5,320,36,48,0.00188076622888697,36,29,"day",2,0.011231479,60,4,-0.00466006475651293,0.0065408309853999
"321",5,321,37,49,-0.0193319236425941,37,29,"night",2,-0.010829815,60,4,-0.00466006475651293,-0.0146718588860812
"322",5,322,38,50,-0.0321632409089192,38,29,"night",2,-0.024185223,60,4,-0.00466006475651293,-0.0275031761524063
"323",5,323,39,51,-0.0455091759556522,39,29,"night",2,-0.038097204,60,4,-0.00466006475651293,-0.0408491111991393
"324",5,324,40,52,-0.0541219774862408,40,29,"night",2,-0.047056999,60,4,-0.00466006475651293,-0.0494619127297279
"325",5,325,41,53,-0.0559640274449497,41,29,"night",2,-0.048972755,60,4,-0.00466006475651293,-0.0513039626884368
"326",5,326,42,54,-0.0530898875551782,42,29,"night",2,-0.045988576,60,4,-0.00466006475651293,-0.0484298227986653
"327",5,327,43,55,-0.054577681590356,43,29,"night",2,-0.04753533,60,4,-0.00466006475651293,-0.0499176168338431
"328",5,328,44,56,-0.0504054868420831,44,29,"night",2,-0.043191901,60,4,-0.00466006475651293,-0.0457454220855702
"329",5,329,45,57,-0.0518220318470432,45,29,"night",2,-0.044663555,60,4,-0.00466006475651293,-0.0471619670905303
"330",5,330,46,58,-0.0498290044370028,46,29,"night",2,-0.042592422,60,4,-0.00466006475651293,-0.0451689396804899
"331",5,331,47,59,-0.0528925683062633,47,29,"night",2,-0.045777325,60,4,-0.00466006475651293,-0.0482325035497504
"332",5,332,48,60,-0.0533120730932385,48,29,"night",2,-0.046218169,60,4,-0.00466006475651293,-0.0486520083367256
"333",5,333,49,61,-0.0105330481671213,49,29,"day",3,-0.001686383,60,4,-0.00466006475651293,-0.00587298341060837
"334",5,334,50,62,0.0014230683855312,50,29,"day",3,0.010751459,60,4,-0.00466006475651293,0.00608313314204413
"335",5,335,51,63,-0.0066136605696369,51,29,"day",3,0.002370617,60,4,-0.00466006475651293,-0.00195359581312397
"336",5,336,52,64,-0.0150278993479266,52,29,"day",3,-0.006377969,60,4,-0.00466006475651293,-0.0103678345914137
"337",5,337,53,65,-0.012893901278248,53,29,"day",3,-0.004156605,60,4,-0.00466006475651293,-0.00823383652173507
"338",5,338,54,66,-0.0186660783228372,54,29,"day",3,-0.01015606,60,4,-0.00466006475651293,-0.0140060135663243
"339",5,339,55,67,-0.00904116257466338,55,29,"day",3,-0.000143254,60,4,-0.00466006475651293,-0.00438109781815045
"340",5,340,56,68,-0.00573285863442491,56,29,"day",3,0.003304027,60,4,-0.00466006475651293,-0.00107279387791198
"341",5,341,57,69,-0.00822958260039868,57,29,"day",3,0.000705237,60,4,-0.00466006475651293,-0.00356951784388575
"342",5,342,58,70,-0.00563524710124542,58,29,"day",3,0.003402947,60,4,-0.00466006475651293,-0.000975182344732491
"343",5,343,59,71,-0.00752621158621119,59,29,"day",3,0.001441402,60,4,-0.00466006475651293,-0.00286614682969826
"344",5,344,60,72,-0.00923714433627699,60,29,"day",3,-0.000344578,60,4,-0.00466006475651293,-0.00457707957976406
"345",5,345,61,73,-0.0339824974412966,61,29,"night",3,-0.026077799,60,4,-0.00466006475651293,-0.0293224326847837
"346",5,346,62,74,-0.0302275386975159,62,29,"night",3,-0.022174136,60,4,-0.00466006475651293,-0.025567473941003
"347",5,347,63,75,-0.00538132452236655,63,29,"night",3,0.003695573,60,4,-0.00466006475651293,-0.00072125976585362
"348",5,348,64,76,-0.0103832496175673,64,29,"night",3,-0.001523917,60,4,-0.00466006475651293,-0.00572318486105437
"349",5,349,65,77,-0.00632993846237799,65,29,"night",3,0.002699912,60,4,-0.00466006475651293,-0.00166987370586506
"350",5,350,66,78,-0.0105744896325307,66,29,"night",3,-0.001723089,60,4,-0.00466006475651293,-0.00591442487601777
"351",5,351,67,79,-0.00712444398667746,67,29,"night",3,0.001871348,60,4,-0.00466006475651293,-0.00246437923016453
"352",5,352,68,80,-0.010619314800951,68,29,"night",3,-0.001772182,60,4,-0.00466006475651293,-0.00595925004443807
"353",5,353,69,81,-0.00551994955998476,69,29,"night",3,0.003539215,60,4,-0.00466006475651293,-0.00085988480347183
"354",5,354,70,82,-0.00886721551592724,70,29,"night",3,5.22512e-05,60,4,-0.00466006475651293,-0.00420715075941431
"355",5,355,71,83,-0.00466006475651293,71,29,"night",3,0.004435107,60,4,-0.00466006475651293,0
"356",6,356,1,13,-0.003195670247637,1,50,"day",1,-0.003006213,60,4,-0.0119701832125258,0.0087745129648888
"357",6,357,2,14,-0.0216282709279357,2,50,"day",1,-0.02219703,60,4,-0.0119701832125258,-0.0096580877154099
"358",6,358,3,15,0.000284260221567083,3,50,"day",1,0.000600606,60,4,-0.0119701832125258,0.0122544434340929
"359",6,359,4,16,-0.022852944036175,4,50,"day",1,-0.023480525,60,4,-0.0119701832125258,-0.0108827608236492
"360",6,360,5,17,-0.0246689054836151,5,50,"day",1,-0.025382573,60,4,-0.0119701832125258,-0.0126987222710893
"361",6,361,6,18,-0.00652515396722764,6,50,"day",1,-0.00646167,60,4,-0.0119701832125258,0.00544502924529816
"362",6,362,7,19,-0.0130828697872678,7,50,"day",1,-0.013300832,60,4,-0.0119701832125258,-0.001112686574742
"363",6,363,8,20,-0.0289521415428379,8,50,"day",1,-0.029820068,60,4,-0.0119701832125258,-0.0169819583303121
"364",6,364,9,21,-0.0285087952595586,9,50,"day",1,-0.029355199,60,4,-0.0119701832125258,-0.0165386120470328
"365",6,365,10,22,-0.0435162307952355,10,50,"day",1,-0.04499619,60,4,-0.0119701832125258,-0.0315460475827097
"366",6,366,11,23,-0.0541251177727822,11,50,"day",1,-0.05603983,60,4,-0.0119701832125258,-0.0421549345602564
"367",6,367,12,24,-0.0524154457437,12,50,"day",1,-0.054265161,60,4,-0.0119701832125258,-0.0404452625311742
"368",6,368,13,25,-0.087865354445184,13,50,"night",1,-0.091148154,60,4,-0.0119701832125258,-0.0758951712326582
"369",6,369,14,26,-0.0482640051927789,14,50,"night",1,-0.049911602,60,4,-0.0119701832125258,-0.0362938219802531
"370",6,370,15,27,-0.0464402185254751,15,50,"night",1,-0.048001208,60,4,-0.0119701832125258,-0.0344700353129493
"371",6,371,16,28,-0.0575798297766299,16,50,"night",1,-0.05961033,60,4,-0.0119701832125258,-0.0456096465641041
"372",6,372,17,29,-0.0525547413915205,17,50,"night",1,-0.054379351,60,4,-0.0119701832125258,-0.0405845581789947
"373",6,373,18,30,-0.046653712913332,18,50,"night",1,-0.04823277,60,4,-0.0119701832125258,-0.0346835297008062
"374",6,374,19,31,-0.055367909671783,19,50,"night",1,-0.057322211,60,4,-0.0119701832125258,-0.0433977264592572
"375",6,375,20,32,-0.0344346257930461,20,50,"night",1,-0.035532181,60,4,-0.0119701832125258,-0.0224644425805203
"376",6,376,21,33,-0.0650013073095786,21,50,"night",1,-0.067289223,60,4,-0.0119701832125258,-0.0530311240970528
"377",6,377,22,34,-0.0343890390488404,22,50,"night",1,-0.035446571,60,4,-0.0119701832125258,-0.0224188558363146
"378",6,378,23,35,-0.0521361447644395,23,50,"night",1,-0.053942075,60,4,-0.0119701832125258,-0.0401659615519137
"379",6,379,24,36,-0.0549207702557555,24,50,"night",1,-0.056850952,60,4,-0.0119701832125258,-0.0429505870432297
"380",6,380,25,37,0.0438879072977126,25,50,"day",2,0.046079285,60,4,-0.0119701832125258,0.0558580905102384
"381",6,381,26,38,-0.0256037982934253,26,50,"day",2,-0.026378608,60,4,-0.0119701832125258,-0.0136336150808995
"382",6,382,27,39,-0.00325639782736168,27,50,"day",2,-0.003133412,60,4,-0.0119701832125258,0.00871378538516412
"383",6,383,28,40,-0.0267325776809688,28,50,"day",2,-0.02753999,60,4,-0.0119701832125258,-0.014762394468443
"384",6,384,29,41,-0.024897926145089,29,50,"day",2,-0.025623185,60,4,-0.0119701832125258,-0.0129277429325632
"385",6,385,30,42,-0.015104593652507,30,50,"day",2,-0.015425659,60,4,-0.0119701832125258,-0.0031344104399812
"386",6,386,31,43,-0.00351216470937248,31,50,"day",2,-0.003344117,60,4,-0.0119701832125258,0.00845801850315332
"387",6,387,32,44,-0.0279347156141591,32,50,"day",2,-0.02877649,60,4,-0.0119701832125258,-0.0159645324016333
"388",6,388,33,45,-0.0293440758213358,33,50,"day",2,-0.03024948,60,4,-0.0119701832125258,-0.01737389260881
"389",6,389,34,46,-0.00869287739279766,34,50,"day",2,-0.008739957,60,4,-0.0119701832125258,0.00327730581972814
"390",6,390,35,47,-0.0177365834864931,35,50,"day",2,-0.018151258,60,4,-0.0119701832125258,-0.0057664002739673
"391",6,391,36,48,-0.0236514813080658,36,50,"day",2,-0.024308023,60,4,-0.0119701832125258,-0.01168129809554
"392",6,392,37,49,-0.0396600518837862,37,50,"night",2,-0.040957128,60,4,-0.0119701832125258,-0.0276898686712604
"393",6,393,38,50,-0.0119701832125258,38,50,"night",2,-0.012134084,60,4,-0.0119701832125258,0
"394",6,394,39,51,-0.0226376334615523,39,50,"night",2,-0.023239412,60,4,-0.0119701832125258,-0.0106674502490265
"395",6,395,40,52,-0.0190309258318703,40,50,"night",2,-0.019480442,60,4,-0.0119701832125258,-0.0070607426193445
"396",6,396,41,53,-0.0250130892940383,41,50,"night",2,-0.025709652,60,4,-0.0119701832125258,-0.0130429060815125
"397",6,397,42,54,-0.0217210517023989,42,50,"night",2,-0.022288439,60,4,-0.0119701832125258,-0.0097508684898731
"398",6,398,43,55,-0.0230041879867576,43,50,"night",2,-0.023622001,60,4,-0.0119701832125258,-0.0110340047742318
"399",6,399,44,56,-0.0176407386308111,44,50,"night",2,-0.018039727,60,4,-0.0119701832125258,-0.0056705554182853
"400",6,400,45,57,-0.0194551296079241,45,50,"night",2,-0.019924915,60,4,-0.0119701832125258,-0.0074849463953983
"401",6,401,46,58,-0.0178466131376042,46,50,"night",2,-0.018255444,60,4,-0.0119701832125258,-0.0058764299250784
"402",6,402,47,59,-0.0178042217367296,47,50,"night",2,-0.018204841,60,4,-0.0119701832125258,-0.0058340385242038
"403",6,403,48,60,-0.0246789065879461,48,50,"night",2,-0.025402033,60,4,-0.0119701832125258,-0.0127087233754203
"404",6,404,49,61,-0.0575578727726421,49,50,"day",3,-0.059604988,60,4,-0.0119701832125258,-0.0455876895601163
"405",6,405,50,62,-0.0295761207429388,50,50,"day",3,-0.030456238,60,4,-0.0119701832125258,-0.017605937530413
"406",6,406,51,63,-0.0410675589771623,51,50,"day",3,-0.042417233,60,4,-0.0119701832125258,-0.0290973757646365
"407",6,407,52,64,-0.0153325696434416,52,50,"day",3,-0.015634588,60,4,-0.0119701832125258,-0.0033623864309158
"408",6,408,53,65,-0.0134819644876975,53,50,"day",3,-0.01371279,60,4,-0.0119701832125258,-0.0015117812751717
"409",6,409,54,66,-0.0222899548008857,54,50,"day",3,-0.022866199,60,4,-0.0119701832125258,-0.0103197715883599
"410",6,410,55,67,-0.00994197983538459,55,50,"day",3,-0.010026675,60,4,-0.0119701832125258,0.00202820337714121
"411",6,411,56,68,-0.0444255637524559,56,50,"day",3,-0.045925075,60,4,-0.0119701832125258,-0.0324553805399301
"412",6,412,57,69,-0.050115307175858,57,50,"day",3,-0.051853556,60,4,-0.0119701832125258,-0.0381451239633322
"413",6,413,58,70,-0.0330273308840248,58,50,"day",3,-0.034062132,60,4,-0.0119701832125258,-0.021057147671499
"414",6,414,59,71,-0.0303436576440755,59,50,"day",3,-0.031265011,60,4,-0.0119701832125258,-0.0183734744315497
"415",6,415,60,72,-0.0315357577685196,60,50,"day",3,-0.032508869,60,4,-0.0119701832125258,-0.0195655745559938
"416",6,416,61,73,-0.0459777642131888,61,50,"night",3,-0.047522579,60,4,-0.0119701832125258,-0.034007581000663
"417",6,417,62,74,-0.0446308930080696,62,50,"night",3,-0.046124221,60,4,-0.0119701832125258,-0.0326607097955438
"418",6,418,63,75,-0.0806007478527676,63,50,"night",3,-0.083522884,60,4,-0.0119701832125258,-0.0686305646402418
"419",6,419,64,76,-0.0285433569603493,64,50,"night",3,-0.02937484,60,4,-0.0119701832125258,-0.0165731737478235
"420",6,420,65,77,-0.0276545841801186,65,50,"night",3,-0.028446086,60,4,-0.0119701832125258,-0.0156844009675928
"421",6,421,66,78,-0.0322005661360957,66,50,"night",3,-0.033185217,60,4,-0.0119701832125258,-0.0202303829235699
"422",6,422,67,79,-0.0300377619647776,67,50,"night",3,-0.030929422,60,4,-0.0119701832125258,-0.0180675787522518
"423",6,423,68,80,-0.0352777388933082,68,50,"night",3,-0.036414228,60,4,-0.0119701832125258,-0.0233075556807824
"424",6,424,69,81,-0.0267317702673228,69,50,"night",3,-0.027476204,60,4,-0.0119701832125258,-0.014761587054797
"425",6,425,70,82,-0.0293409603984598,70,50,"night",3,-0.030190458,60,4,-0.0119701832125258,-0.017370777185934
"426",6,426,71,83,-0.0189839963294131,71,50,"night",3,-0.019412559,60,4,-0.0119701832125258,-0.0070138131168873
"427",7,427,1,13,0.00751156133189204,1,15,"day",1,0.025703305,60,4,-0.00382296116360356,0.0113345224954956
"428",7,428,2,14,-0.00270536616757131,2,15,"day",1,0.015058981,60,4,-0.00382296116360356,0.00111759499603225
"429",7,429,3,15,0.000489205117940626,3,15,"day",1,0.018382855,60,4,-0.00382296116360356,0.00431216628154419
"430",7,430,4,16,-0.00156290456701296,4,15,"day",1,0.016241841,60,4,-0.00382296116360356,0.0022600565965906
"431",7,431,5,17,-0.000161728015277977,5,15,"day",1,0.017696308,60,4,-0.00382296116360356,0.00366123314832558
"432",7,432,6,18,0.000773791329208645,6,15,"day",1,0.018682209,60,4,-0.00382296116360356,0.0045967524928122
"433",7,433,7,19,-0.00329193254976828,7,15,"day",1,0.014452402,60,4,-0.00382296116360356,0.00053102861383528
"434",7,434,8,20,-0.00308376314041446,8,15,"day",1,0.014665763,60,4,-0.00382296116360356,0.0007391980231891
"435",7,435,9,21,0.00237176449210001,9,15,"day",1,0.020340304,60,4,-0.00382296116360356,0.00619472565570357
"436",7,436,10,22,0.00183149715403863,10,15,"day",1,0.019780488,60,4,-0.00382296116360356,0.00565445831764219
"437",7,437,11,23,0.00461303410331165,11,15,"day",1,0.022672796,60,4,-0.00382296116360356,0.00843599526691521
"438",7,438,12,24,0.00096488629446602,12,15,"day",1,0.018876126,60,4,-0.00382296116360356,0.00478784745806958
"439",7,439,13,25,-0.00798430974512233,13,15,"night",1,0.009577893,60,4,-0.00382296116360356,-0.00416134858151877
"440",7,440,14,26,-0.00382296116360356,14,15,"night",1,0.013901925,60,4,-0.00382296116360356,0
"441",7,441,15,27,-0.00455597414463794,15,15,"night",1,0.013143495,60,4,-0.00382296116360356,-0.00073301298103438
"442",7,442,16,28,-0.00561610746715777,16,15,"night",1,0.012037796,60,4,-0.00382296116360356,-0.00179314630355421
"443",7,443,17,29,-0.0052168332732491,17,15,"night",1,0.012457769,60,4,-0.00382296116360356,-0.00139387210964554
"444",7,444,18,30,-0.00576260376000674,18,15,"night",1,0.011889353,60,4,-0.00382296116360356,-0.00193964259640318
"445",7,445,19,31,-0.0052135013843834,19,15,"night",1,0.012456782,60,4,-0.00382296116360356,-0.00139054022077984
"446",7,446,20,32,-0.00401906285529587,20,15,"night",1,0.013703417,60,4,-0.00382296116360356,-0.00019610169169231
"447",7,447,21,33,-0.00495799497336985,21,15,"night",1,0.012724853,60,4,-0.00382296116360356,-0.00113503380976629
"448",7,448,22,34,-0.00695872258404248,22,15,"night",1,0.010641905,60,4,-0.00382296116360356,-0.00313576142043892
"449",7,449,23,35,-0.00543564259869683,23,15,"night",1,0.012227435,60,4,-0.00382296116360356,-0.00161268143509327
"450",7,450,24,36,-0.00559123323425228,24,15,"night",1,0.012065712,60,4,-0.00382296116360356,-0.00176827207064872
"451",7,451,25,37,0.00135868251532234,25,15,"day",2,0.01929276,60,4,-0.00382296116360356,0.0051816436789259
"452",7,452,26,38,-0.00290868008360834,26,15,"day",2,0.014852945,60,4,-0.00382296116360356,0.00091428107999522
"453",7,453,27,39,0.00247330688500631,27,15,"day",2,0.02044901,60,4,-0.00382296116360356,0.00629626804860987
"454",7,454,28,40,-0.00296017030958615,28,15,"day",2,0.014795727,60,4,-0.00382296116360356,0.00086279085401741
"455",7,455,29,41,-0.000582627648785017,29,15,"day",2,0.017275153,60,4,-0.00382296116360356,0.00324033351481854
"456",7,456,30,42,-0.00971957782183556,30,15,"day",2,0.007758445,60,4,-0.00382296116360356,-0.005896616658232
"457",7,457,31,43,-0.000354409065994763,31,15,"day",2,0.01751458,60,4,-0.00382296116360356,0.0034685520976088
"458",7,458,32,44,-0.0060972522562631,32,15,"day",2,0.01152737,60,4,-0.00382296116360356,-0.00227429109265954
"459",7,459,33,45,-0.00503416689036597,33,15,"day",2,0.012636396,60,4,-0.00382296116360356,-0.00121120572676241
"460",7,460,34,46,-0.000636708336943102,34,15,"day",2,0.01721351,60,4,-0.00382296116360356,0.00318625282666046
"461",7,461,35,47,-0.0014254465691961,35,15,"day",2,0.016390476,60,4,-0.00382296116360356,0.00239751459440746
"462",7,462,36,48,0.00015200681099804,36,15,"day",2,0.018036172,60,4,-0.00382296116360356,0.0039749679746016
"463",7,463,37,49,-0.00717890643190693,37,15,"night",2,0.010412542,60,4,-0.00382296116360356,-0.00335594526830337
"464",7,464,38,50,-0.00847081330140519,38,15,"night",2,0.009073242,60,4,-0.00382296116360356,-0.00464785213780163
"465",7,465,39,51,-0.0157596469499784,39,15,"night",2,0.001479429,60,4,-0.00382296116360356,-0.0119366857863748
