"","Chamber","X.1","X","AutoResp.Cycle.Loop","MO2.no.Background.Correction","NA.","Hour","Treatment","Time.of.Day","Day","MO2","Genotype","Trial","Max.Dark.MO2","MO2.from.Dark.Max"
"223",4,223,7,20,0.0142560428483796,4,7,0,"day",1,0.015194951,97,3,-0.0062173289393574,0.020473371787737
"224",4,224,8,21,0.00841039346010737,4,8,0,"day",1,0.00910636,97,3,-0.0062173289393574,0.0146277223994648
"225",4,225,9,22,0.010102528753364,4,9,0,"day",1,0.010885053,97,3,-0.0062173289393574,0.0163198576927214
"226",4,226,10,23,0.00916243709802244,4,10,0,"day",1,0.009907668,97,3,-0.0062173289393574,0.0153797660373798
"227",4,227,11,24,0.0107097614596721,4,11,0,"day",1,0.011515504,97,3,-0.0062173289393574,0.0169270903990295
"228",4,228,12,25,0.010135971715543,4,12,0,"day",1,0.01091173,97,3,-0.0062173289393574,0.0163533006549004
"229",4,229,13,26,-0.0273939626181089,4,13,0,"night",1,-0.028143144,97,3,-0.0062173289393574,-0.0211766336787515
"230",4,230,14,27,-0.0235431985545191,4,14,0,"night",1,-0.024144008,97,3,-0.0062173289393574,-0.0173258696151617
"231",4,231,15,28,-0.0157702926691676,4,15,0,"night",1,-0.016048792,97,3,-0.0062173289393574,-0.0095529637298102
"232",4,232,16,29,-0.0207258064365693,4,16,0,"night",1,-0.021215267,97,3,-0.0062173289393574,-0.0145084774972119
"233",4,233,17,30,-0.0211502009289451,4,17,0,"night",1,-0.021651417,97,3,-0.0062173289393574,-0.0149328719895877
"234",4,234,18,31,-0.0195821550921929,4,18,0,"night",1,-0.020023987,97,3,-0.0062173289393574,-0.0133648261528355
"235",4,235,19,32,-0.0167143406980762,4,19,0,"night",1,-0.017035639,97,3,-0.0062173289393574,-0.0104970117587188
"236",4,236,20,33,-0.017346495077436,4,20,0,"night",1,-0.017698922,97,3,-0.0062173289393574,-0.0111291661380786
"237",4,237,21,34,-0.013267292182359,4,21,0,"night",1,-0.013442065,97,3,-0.0062173289393574,-0.0070499632430016
"238",4,238,22,35,-0.00932999669031,4,22,0,"night",1,-0.009339712,97,3,-0.0062173289393574,-0.0031126677509526
"239",4,239,23,36,-0.00868205929411815,4,23,0,"night",1,-0.008669984,97,3,-0.0062173289393574,-0.00246473035476075
"240",4,240,24,37,-0.00946761252548442,4,24,0,"night",1,-0.009494208,97,3,-0.0062173289393574,-0.00325028358612702
"241",4,241,25,38,0.0100650818010675,4,25,0,"day",2,0.010831975,97,3,-0.0062173289393574,0.0162824107404249
"242",4,242,26,39,0.00953698900630127,4,26,0,"day",2,0.010265904,97,3,-0.0062173289393574,0.0157543179456587
"243",4,243,27,40,0.00720256354756222,4,27,0,"day",2,0.007840975,97,3,-0.0062173289393574,0.0134198924869196
"244",4,244,28,41,0.0089579611049448,4,28,0,"day",2,0.009666362,97,3,-0.0062173289393574,0.0151752900443022
"245",4,245,29,42,0.00430203527206665,4,29,0,"day",2,0.004821774,97,3,-0.0062173289393574,0.010519364211424
"246",4,246,30,43,0.00595129897684203,4,30,0,"day",2,0.006534928,97,3,-0.0062173289393574,0.0121686279161994
"247",4,247,31,44,0.00638679517841633,4,31,0,"day",2,0.006996345,97,3,-0.0062173289393574,0.0126041241177737
"248",4,248,32,45,0.00675286457129764,4,32,0,"day",2,0.007369999,97,3,-0.0062173289393574,0.012970193510655
"249",4,249,33,46,0.00105173178516334,4,33,0,"day",2,0.001426224,97,3,-0.0062173289393574,0.00726906072452074
"250",4,250,34,47,0.00291770278721339,4,34,0,"day",2,0.003383468,97,3,-0.0062173289393574,0.00913503172657079
"251",4,251,35,48,0.00175517790455762,4,35,0,"day",2,0.002173447,97,3,-0.0062173289393574,0.00797250684391502
"252",4,252,36,49,0.0162344524922555,4,36,0,"day",2,0.017249607,97,3,-0.0062173289393574,0.0224517814316129
"253",4,253,37,50,-0.027290607183234,4,37,0,"night",2,-0.028049334,97,3,-0.0062173289393574,-0.0210732782438766
"254",4,254,38,51,-0.0250083037183458,4,38,0,"night",2,-0.025667692,97,3,-0.0062173289393574,-0.0187909747789884
"255",4,255,39,52,-0.0203826326653107,4,39,0,"night",2,-0.020844453,97,3,-0.0062173289393574,-0.0141653037259533
"256",4,256,40,53,-0.0225962700521606,4,40,0,"night",2,-0.023152013,97,3,-0.0062173289393574,-0.0163789411128032
"257",4,257,41,54,-0.020175238630087,4,41,0,"night",2,-0.020623219,97,3,-0.0062173289393574,-0.0139579096907296
"258",4,258,42,55,-0.021418877322566,4,42,0,"night",2,-0.021927625,97,3,-0.0062173289393574,-0.0152015483832086
"259",4,259,43,56,-0.0215348447459449,4,43,0,"night",2,-0.022048205,97,3,-0.0062173289393574,-0.0153175158065875
"260",4,260,44,57,-0.0199375086524604,4,44,0,"night",2,-0.020382844,97,3,-0.0062173289393574,-0.013720179713103
"261",4,261,45,58,-0.0204630665703391,4,45,0,"night",2,-0.020940213,97,3,-0.0062173289393574,-0.0142457376309817
"262",4,262,46,59,-0.0202024787878807,4,46,0,"night",2,-0.020665498,97,3,-0.0062173289393574,-0.0139851498485233
"263",4,263,47,60,-0.0214589610125357,4,47,0,"night",2,-0.021979983,97,3,-0.0062173289393574,-0.0152416320731783
"264",4,264,48,61,-0.0209658306742173,4,48,0,"night",2,-0.021449786,97,3,-0.0062173289393574,-0.0147485017348599
"265",4,265,49,62,0.0106102317585396,4,49,0,"day",3,0.011397272,97,3,-0.0062173289393574,0.016827560697897
"266",4,266,50,63,0.0099695896715052,4,50,0,"day",3,0.010728814,97,3,-0.0062173289393574,0.0161869186108626
"267",4,267,51,64,0.0128455274455496,4,51,0,"day",3,0.01372021,97,3,-0.0062173289393574,0.019062856384907
"268",4,268,52,65,0.00609103875470813,4,52,0,"day",3,0.006696242,97,3,-0.0062173289393574,0.0123083676940655
"269",4,269,53,66,0.00474514046368993,4,53,0,"day",3,0.005294135,97,3,-0.0062173289393574,0.0109624694030473
"270",4,270,54,67,0.0068820677830263,4,54,0,"day",3,0.007512453,97,3,-0.0062173289393574,0.0130993967223837
"271",4,271,55,68,0.0033901244450512,4,55,0,"day",3,0.003867785,97,3,-0.0062173289393574,0.0096074533844086
"272",4,272,56,69,0.00145591699490108,4,56,0,"day",3,0.001857936,97,3,-0.0062173289393574,0.00767324593425848
"273",4,273,57,70,0.00516597450693727,4,57,0,"day",3,0.005696742,97,3,-0.0062173289393574,0.0113833034462947
"274",4,274,58,71,0.00101142223999,4,58,0,"day",3,0.001393465,97,3,-0.0062173289393574,0.0072287511793474
"275",4,275,59,72,0.000515121706234354,4,59,0,"day",3,0.00087838,97,3,-0.0062173289393574,0.00673245064559175
"276",4,276,60,73,0.000872800751071585,4,60,0,"day",3,0.001255766,97,3,-0.0062173289393574,0.00709012969042899
"277",4,277,61,74,-0.0104138788264102,4,61,0,"night",3,-0.01047142,97,3,-0.0062173289393574,-0.0041965498870528
"278",4,278,62,75,-0.00649622006652613,4,62,0,"night",3,-0.00639281,97,3,-0.0062173289393574,-0.000278891127168729
"279",4,279,63,76,-0.00644578823869567,4,63,0,"night",3,-0.006340733,97,3,-0.0062173289393574,-0.00022845929933827
"280",4,280,64,77,-0.00711474636592025,4,64,0,"night",3,-0.00703753,97,3,-0.0062173289393574,-0.00089741742656285
"281",4,281,65,78,-0.00674183325024154,4,65,0,"night",3,-0.006650934,97,3,-0.0062173289393574,-0.00052450431088414
"282",4,282,66,79,-0.0062173289393574,4,66,0,"night",3,-0.006104415,97,3,-0.0062173289393574,0
"283",4,283,67,80,-0.00641451401810644,4,67,0,"night",3,-0.006309971,97,3,-0.0062173289393574,-0.000197185078749039
"284",4,284,68,81,-0.00667351913063449,4,68,0,"night",3,-0.006578327,97,3,-0.0062173289393574,-0.00045619019127709
"285",4,285,69,82,-0.00630768592434826,4,69,0,"night",3,-0.006200109,97,3,-0.0062173289393574,-9.03569849908595e-05
"286",4,286,70,83,-0.006345100500226,4,70,0,"night",3,-0.006240156,97,3,-0.0062173289393574,-0.000127771560868599
"287",4,287,71,84,-0.00625263357219873,4,71,0,"night",3,-0.006142055,97,3,-0.0062173289393574,-3.53046328413296e-05
"288",4,288,72,85,-0.00625879776234392,4,72,0,"night",3,-0.006146835,97,3,-0.0062173289393574,-4.14688229865194e-05
"289",5,289,1,14,0.00164867950686848,5,1,29,"day",1,-0.000799939,101,3,-0.0149983182674754,0.0166469977743439
"290",5,290,2,15,-0.00342539350791379,5,2,29,"day",1,-0.006092254,101,3,-0.0149983182674754,0.0115729247595616
"291",5,291,3,16,-0.000164849045675176,5,3,29,"day",1,-0.002699903,101,3,-0.0149983182674754,0.0148334692218002
"292",5,292,4,17,-0.00747770925573079,5,4,29,"day",1,-0.010308648,101,3,-0.0149983182674754,0.00752060901174461
"293",5,293,5,18,-0.00161256795238408,5,5,29,"day",1,-0.004202328,101,3,-0.0149983182674754,0.0133857503150913
"294",5,294,6,19,-0.00299881514267372,5,6,29,"day",1,-0.00564689,101,3,-0.0149983182674754,0.0119995031248017
"295",5,295,7,20,-0.00283591633982581,5,7,29,"day",1,-0.005472838,101,3,-0.0149983182674754,0.0121624019276496
"296",5,296,8,21,-0.00402692880452952,5,8,29,"day",1,-0.006714683,101,3,-0.0149983182674754,0.0109713894629459
"297",5,297,9,22,-0.0233276954368467,5,9,29,"day",1,-0.02672754,101,3,-0.0149983182674754,-0.0083293771693713
"298",5,298,10,23,0.0151837596400576,5,10,29,"day",1,0.013203586,101,3,-0.0149983182674754,0.030182077907533
"299",5,299,11,24,-0.009864880910734,5,11,29,"day",1,-0.012795578,101,3,-0.0149983182674754,0.0051334373567414
"300",5,300,12,25,-0.0160168185197101,5,12,29,"day",1,-0.019189424,101,3,-0.0149983182674754,-0.0010185002522347
"301",5,301,13,26,-0.0169537373318108,5,13,29,"night",1,-0.020142271,101,3,-0.0149983182674754,-0.0019554190643354
"302",5,302,14,27,-0.0193041478543232,5,14,29,"night",1,-0.022592127,101,3,-0.0149983182674754,-0.0043058295868478
"303",5,303,15,28,-0.0416921422181355,5,15,29,"night",1,-0.045893348,101,3,-0.0149983182674754,-0.0266938239506601
"304",5,304,16,29,-0.0425874479107163,5,16,29,"night",1,-0.046842311,101,3,-0.0149983182674754,-0.0275891296432409
"305",5,305,17,30,-0.0410849916390203,5,17,29,"night",1,-0.045280973,101,3,-0.0149983182674754,-0.0260866733715449
"306",5,306,18,31,-0.040399792638695,5,18,29,"night",1,-0.044571813,101,3,-0.0149983182674754,-0.0254014743712196
"307",5,307,19,32,-0.042739562288885,5,19,29,"night",1,-0.046999165,101,3,-0.0149983182674754,-0.0277412440214096
"308",5,308,20,33,-0.0398773498588082,5,20,29,"night",1,-0.044023558,101,3,-0.0149983182674754,-0.0248790315913328
"309",5,309,21,34,-0.0429499474281665,5,21,29,"night",1,-0.047226368,101,3,-0.0149983182674754,-0.0279516291606911
"310",5,310,22,35,-0.0394461198188363,5,22,29,"night",1,-0.043575463,101,3,-0.0149983182674754,-0.0244478015513609
"311",5,311,23,36,-0.0392802220434446,5,23,29,"night",1,-0.043403946,101,3,-0.0149983182674754,-0.0242819037759692
"312",5,312,24,37,-0.0394774986719771,5,24,29,"night",1,-0.04360181,101,3,-0.0149983182674754,-0.0244791804045017
"313",5,313,25,38,-0.00814468876410536,5,25,29,"day",2,-0.010997744,101,3,-0.0149983182674754,0.00685362950337004
"314",5,314,26,39,-0.0131993005734213,5,26,29,"day",2,-0.016278144,101,3,-0.0149983182674754,0.0017990176940541
"315",5,315,27,40,-0.0089096554370643,5,27,29,"day",2,-0.011809176,101,3,-0.0149983182674754,0.0060886628304111
"316",5,316,28,41,-0.00974831921717623,5,28,29,"day",2,-0.012682318,101,3,-0.0149983182674754,0.00524999905029917
"317",5,317,29,42,-0.00390703266203134,5,29,29,"day",2,-0.006600728,101,3,-0.0149983182674754,0.0110912856054441
"318",5,318,30,43,-0.0072850049098613,5,30,29,"day",2,-0.010116635,101,3,-0.0149983182674754,0.0077133133576141
"319",5,319,31,44,-0.00289092555978201,5,31,29,"day",2,-0.005538812,101,3,-0.0149983182674754,0.0121073927076934
"320",5,320,32,45,-0.00539794442877755,5,32,29,"day",2,-0.008154776,101,3,-0.0149983182674754,0.00960037383869785
"321",5,321,33,46,-0.00284689818491883,5,33,29,"day",2,-0.005487863,101,3,-0.0149983182674754,0.0121514200825566
"322",5,322,34,47,-0.0053769831802169,5,34,29,"day",2,-0.008132101,101,3,-0.0149983182674754,0.0096213350872585
"323",5,323,35,48,-0.00665345671681939,5,35,29,"day",2,-0.009448968,101,3,-0.0149983182674754,0.00834486155065601
"324",5,324,36,49,-0.0110371829818465,5,36,29,"day",2,-0.014021082,101,3,-0.0149983182674754,0.0039611352856289
"325",5,325,37,50,-0.0424349649342099,5,37,29,"night",2,-0.046695465,101,3,-0.0149983182674754,-0.0274366466667345
"326",5,326,38,51,-0.0404267712851957,5,38,29,"night",2,-0.044597484,101,3,-0.0149983182674754,-0.0254284530177203
"327",5,327,39,52,-0.0290580194869754,5,39,29,"night",2,-0.032755832,101,3,-0.0149983182674754,-0.0140597012195
"328",5,328,40,53,-0.0321004844970196,5,40,29,"night",2,-0.035926245,101,3,-0.0149983182674754,-0.0171021662295442
"329",5,329,41,54,-0.0310270268092938,5,41,29,"night",2,-0.034800086,101,3,-0.0149983182674754,-0.0160287085418184
"330",5,330,42,55,-0.0323670677973969,5,42,29,"night",2,-0.036206891,101,3,-0.0149983182674754,-0.0173687495299215
"331",5,331,43,56,-0.0328392358369093,5,43,29,"night",2,-0.036687819,101,3,-0.0149983182674754,-0.0178409175694339
"332",5,332,44,57,-0.033325057120944,5,44,29,"night",2,-0.037197631,101,3,-0.0149983182674754,-0.0183267388534686
"333",5,333,45,58,-0.0346755631512868,5,45,29,"night",2,-0.038609452,101,3,-0.0149983182674754,-0.0196772448838114
"334",5,334,46,59,-0.0330133684918024,5,46,29,"night",2,-0.036882075,101,3,-0.0149983182674754,-0.018015050224327
"335",5,335,47,60,-0.035786492386826,5,47,29,"night",2,-0.039761892,101,3,-0.0149983182674754,-0.0207881741193506
"336",5,336,48,61,-0.0333869080153231,5,48,29,"night",2,-0.03727014,101,3,-0.0149983182674754,-0.0183885897478477
"337",5,337,49,62,-0.00892921135619144,5,49,29,"day",3,-0.011814989,101,3,-0.0149983182674754,0.00606910691128396
"338",5,338,50,63,-0.00755886989993694,5,50,29,"day",3,-0.010395296,101,3,-0.0149983182674754,0.00743944836753846
"339",5,339,51,64,-0.0120668145949171,5,51,29,"day",3,-0.01508847,101,3,-0.0149983182674754,0.0029315036725583
"340",5,340,52,65,-0.0114237707715462,5,52,29,"day",3,-0.014414721,101,3,-0.0149983182674754,0.0035745474959292
"341",5,341,53,66,-0.0137211522595948,5,53,29,"day",3,-0.01680403,101,3,-0.0149983182674754,0.0012771660078806
"342",5,342,54,67,-0.00944739820027493,5,54,29,"day",3,-0.012350184,101,3,-0.0149983182674754,0.00555092006720047
"343",5,343,55,68,-0.00696926408795787,5,55,29,"day",3,-0.009775534,101,3,-0.0149983182674754,0.00802905417951753
"344",5,344,56,69,-0.00339179708340188,5,56,29,"day",3,-0.006048571,101,3,-0.0149983182674754,0.0116065211840735
"345",5,345,57,70,-0.00578734244625543,5,57,29,"day",3,-0.008545111,101,3,-0.0149983182674754,0.00921097582121997
"346",5,346,58,71,-0.00706147217450456,5,58,29,"day",3,-0.009861832,101,3,-0.0149983182674754,0.00793684609297084
"347",5,347,59,72,-0.00693883562254737,5,59,29,"day",3,-0.009744114,101,3,-0.0149983182674754,0.00805948264492803
"348",5,348,60,73,-0.000840266027023275,5,60,29,"day",3,-0.00339206,101,3,-0.0149983182674754,0.0141580522404521
"349",5,349,61,74,-0.0150338984159948,5,61,29,"night",3,-0.018091427,101,3,-0.0149983182674754,-3.55801485194002e-05
"350",5,350,62,75,-0.0280191697721243,5,62,29,"night",3,-0.031666392,101,3,-0.0149983182674754,-0.0130208515046489
"351",5,351,63,76,-0.0247258668129808,5,63,29,"night",3,-0.028228169,101,3,-0.0149983182674754,-0.0097275485455054
"352",5,352,64,77,-0.0226970338484502,5,64,29,"night",3,-0.026124897,101,3,-0.0149983182674754,-0.0076987155809748
"353",5,353,65,78,-0.0179001764564525,5,65,29,"night",3,-0.021132185,101,3,-0.0149983182674754,-0.0029018581889771
"354",5,354,66,79,-0.0165674507290375,5,66,29,"night",3,-0.019744131,101,3,-0.0149983182674754,-0.0015691324615621
"355",5,355,67,80,-0.0162583332892907,5,67,29,"night",3,-0.019426872,101,3,-0.0149983182674754,-0.0012600150218153
"356",5,356,68,81,-0.0183222558958647,5,68,29,"night",3,-0.02157087,101,3,-0.0149983182674754,-0.0033239376283893
"357",5,357,69,82,-0.0153344866867238,5,69,29,"night",3,-0.01846412,101,3,-0.0149983182674754,-0.000336168419248401
"358",5,358,70,83,-0.0189093697668222,5,70,29,"night",3,-0.022181262,101,3,-0.0149983182674754,-0.0039110514993468
"359",5,359,71,84,-0.0149983182674754,5,71,29,"night",3,-0.01810847,101,3,-0.0149983182674754,0
"360",5,360,72,85,-0.0190643620356484,5,72,29,"night",3,-0.022344771,101,3,-0.0149983182674754,-0.004066043768173
"361",6,361,1,14,0.00621340611911883,6,1,50,"day",1,0.000104747,101,3,-0.00453879535681173,0.0107522014759306
"362",6,362,2,15,-0.00391358048372622,6,2,50,"day",1,-0.010281339,101,3,-0.00453879535681173,0.00062521487308551
"363",6,363,3,16,1.2544238663017e-05,6,3,50,"day",1,-0.006192811,101,3,-0.00453879535681173,0.00455133959547475
"364",6,364,4,17,-0.00437324015485647,6,4,50,"day",1,-0.010756384,101,3,-0.00453879535681173,0.00016555520195526
"365",6,365,5,18,6.40934092523572e-05,6,5,50,"day",1,-0.006137976,101,3,-0.00453879535681173,0.00460288876606409
"366",6,366,6,19,-0.0010307089422687,6,6,50,"day",1,-0.007286373,101,3,-0.00453879535681173,0.00350808641454303
"367",6,367,7,20,-0.00102054115750433,6,7,50,"day",1,-0.007275655,101,3,-0.00453879535681173,0.0035182541993074
"368",6,368,8,21,0.00189773390493914,6,8,50,"day",1,-0.004240443,101,3,-0.00453879535681173,0.00643652926175087
"369",6,369,9,22,-0.00058014236687873,6,9,50,"day",1,-0.006805585,101,3,-0.00453879535681173,0.003958652989933
"370",6,370,10,23,-0.00549337500467016,6,10,50,"day",1,-0.011950604,101,3,-0.00453879535681173,-0.00095457964785843
"371",6,371,11,24,0.00486190300144056,6,11,50,"day",1,-0.001148017,101,3,-0.00453879535681173,0.00940069835825229
"372",6,372,12,25,-0.00697690183437695,6,12,50,"day",1,-0.013451464,101,3,-0.00453879535681173,-0.00243810647756522
"373",6,373,13,26,-0.0164472826505771,6,13,50,"night",1,-0.023290202,101,3,-0.00453879535681173,-0.0119084872937654
"374",6,374,14,27,-0.0170839949452913,6,14,50,"night",1,-0.023960952,101,3,-0.00453879535681173,-0.0125451995884796
"375",6,375,15,28,-0.0111687578853519,6,15,50,"night",1,-0.017803426,101,3,-0.00453879535681173,-0.00662996252854017
"376",6,376,16,29,-0.00737450307125621,6,16,50,"night",1,-0.013880623,101,3,-0.00453879535681173,-0.00283570771444448
"377",6,377,17,30,-0.0116877384610317,6,17,50,"night",1,-0.018345622,101,3,-0.00453879535681173,-0.00714894310421997
"378",6,378,18,31,-0.0131186984915961,6,18,50,"night",1,-0.019840441,101,3,-0.00453879535681173,-0.00857990313478437
"379",6,379,19,32,-0.0154483709285311,6,19,50,"night",1,-0.022257084,101,3,-0.00453879535681173,-0.0109095755717194
"380",6,380,20,33,-0.0132147096928184,6,20,50,"night",1,-0.019937169,101,3,-0.00453879535681173,-0.00867591433600667
"381",6,381,21,34,-0.017444646894151,6,21,50,"night",1,-0.024341139,101,3,-0.00453879535681173,-0.0129058515373393
"382",6,382,22,35,-0.0153012210573468,6,22,50,"night",1,-0.022106561,101,3,-0.00453879535681173,-0.0107624257005351
"383",6,383,23,36,-0.0169674639974823,6,23,50,"night",1,-0.023842031,101,3,-0.00453879535681173,-0.0124286686406706
"384",6,384,24,37,-0.0166869318898364,6,24,50,"night",1,-0.02354742,101,3,-0.00453879535681173,-0.0121481365330247
"385",6,385,25,38,-0.00126904464346483,6,25,50,"day",2,-0.007510051,101,3,-0.00453879535681173,0.0032697507133469
"386",6,386,26,39,-0.013957841139049,6,26,50,"day",2,-0.020739411,101,3,-0.00453879535681173,-0.00941904578223727
"387",6,387,27,40,-0.0111744713048104,6,27,50,"day",2,-0.017838641,101,3,-0.00453879535681173,-0.00663567594799867
"388",6,388,28,41,-0.0119489759483961,6,28,50,"day",2,-0.018645998,101,3,-0.00453879535681173,-0.00741018059158437
"389",6,389,29,42,-0.00700873533332388,6,29,50,"day",2,-0.013506471,101,3,-0.00453879535681173,-0.00246993997651215
"390",6,390,30,43,-0.0028831079455847,6,30,50,"day",2,-0.009207322,101,3,-0.00453879535681173,0.00165568741122703
"391",6,391,31,44,0.000726142715942233,6,31,50,"day",2,-0.005446938,101,3,-0.00453879535681173,0.00526493807275396
"392",6,392,32,45,-0.00253019500648665,6,32,50,"day",2,-0.008843245,101,3,-0.00453879535681173,0.00200860035032508
"393",6,393,33,46,0.00205456423362128,6,33,50,"day",2,-0.004063919,101,3,-0.00453879535681173,0.00659335959043301
"394",6,394,34,47,-0.00259321444138087,6,34,50,"day",2,-0.00890089,101,3,-0.00453879535681173,0.00194558091543086
"395",6,395,35,48,-0.0056431461406138,6,35,50,"day",2,-0.012071627,101,3,-0.00453879535681173,-0.00110435078380207
"396",6,396,36,49,-0.00546887482945208,6,36,50,"day",2,-0.011896435,101,3,-0.00453879535681173,-0.00093007947264035
"397",6,397,37,50,-0.0141686883250291,6,37,50,"night",2,-0.020930165,101,3,-0.00453879535681173,-0.00962989296821737
"398",6,398,38,51,-0.029259783313615,6,38,50,"night",2,-0.036672224,101,3,-0.00453879535681173,-0.0247209879568033
"399",6,399,39,52,-0.039222313815029,6,39,50,"night",2,-0.047024046,101,3,-0.00453879535681173,-0.0346835184582173
"400",6,400,40,53,-0.0316629608086933,6,40,50,"night",2,-0.039163141,101,3,-0.00453879535681173,-0.0271241654518816
"401",6,401,41,54,-0.0318379841934145,6,41,50,"night",2,-0.039331806,101,3,-0.00453879535681173,-0.0272991888366028
"402",6,402,42,55,-0.0311029990415737,6,42,50,"night",2,-0.038562025,101,3,-0.00453879535681173,-0.026564203684762
"403",6,403,43,56,-0.0280376557115661,6,43,50,"night",2,-0.035368912,101,3,-0.00453879535681173,-0.0234988603547544
"404",6,404,44,57,-0.0295383583825128,6,44,50,"night",2,-0.036932651,101,3,-0.00453879535681173,-0.0249995630257011
"405",6,405,45,58,-0.0319221070692861,6,45,50,"night",2,-0.039420709,101,3,-0.00453879535681173,-0.0273833117124744
"406",6,406,46,59,-0.0331026533293703,6,46,50,"night",2,-0.040656393,101,3,-0.00453879535681173,-0.0285638579725586
"407",6,407,47,60,-0.0375562012262863,6,47,50,"night",2,-0.045287142,101,3,-0.00453879535681173,-0.0330174058694746
"408",6,408,48,61,-0.0350299560306169,6,48,50,"night",2,-0.042667013,101,3,-0.00453879535681173,-0.0304911606738052
"409",6,409,49,62,-0.00979036990108675,6,49,50,"day",3,-0.016390902,101,3,-0.00453879535681173,-0.00525157454427502
"410",6,410,50,63,0.00260477496053114,6,50,50,"day",3,-0.003490895,101,3,-0.00453879535681173,0.00714357031734287
"411",6,411,51,64,-0.00441060878279847,6,51,50,"day",3,-0.010810298,101,3,-0.00453879535681173,0.00012818657401326
"412",6,412,52,65,0.00427038273148765,6,52,50,"day",3,-0.00176141,101,3,-0.00453879535681173,0.00880917808829938
"413",6,413,53,66,-0.00235941438939133,6,53,50,"day",3,-0.008661132,101,3,-0.00453879535681173,0.0021793809674204
"414",6,414,54,67,-0.0134211481581079,6,54,50,"day",3,-0.020173246,101,3,-0.00453879535681173,-0.00888235280129617
"415",6,415,55,68,-0.00642794134113133,6,55,50,"day",3,-0.012890915,101,3,-0.00453879535681173,-0.0018891459843196
"416",6,416,56,69,-0.00321111137487221,6,56,50,"day",3,-0.009538643,101,3,-0.00453879535681173,0.00132768398193952
"417",6,417,57,70,-0.00614748779036949,6,57,50,"day",3,-0.012600888,101,3,-0.00453879535681173,-0.00160869243355776
"418",6,418,58,71,-0.0105478681546009,6,58,50,"day",3,-0.017184266,101,3,-0.00453879535681173,-0.00600907279778917
"419",6,419,59,72,-0.00665225107450315,6,59,50,"day",3,-0.013122889,101,3,-0.00453879535681173,-0.00211345571769142
"420",6,420,60,73,-0.00790102362210128,6,60,50,"day",3,-0.014418759,101,3,-0.00453879535681173,-0.00336222826528955
"421",6,421,61,74,-0.0239894958499058,6,61,50,"night",3,-0.031148849,101,3,-0.00453879535681173,-0.0194507004930941
"422",6,422,62,75,-0.00487929698520002,6,62,50,"night",3,-0.011263874,101,3,-0.00453879535681173,-0.000340501628388289
"423",6,423,63,76,-0.00934232250600073,6,63,50,"night",3,-0.015911112,101,3,-0.00453879535681173,-0.004803527149189
"424",6,424,64,77,-0.00613184789890404,6,64,50,"night",3,-0.012569381,101,3,-0.00453879535681173,-0.00159305254209231
"425",6,425,65,78,-0.00632319170678079,6,65,50,"night",3,-0.012771113,101,3,-0.00453879535681173,-0.00178439634996906
"426",6,426,66,79,-0.00604404010896376,6,66,50,"night",3,-0.012473736,101,3,-0.00453879535681173,-0.00150524475215203
"427",6,427,67,80,-0.00497622254567853,6,67,50,"night",3,-0.011369991,101,3,-0.00453879535681173,-0.0004374271888668
"428",6,428,68,81,-0.00734956941324384,6,68,50,"night",3,-0.013833048,101,3,-0.00453879535681173,-0.00281077405643211
"429",6,429,69,82,-0.0046426113359126,6,69,50,"night",3,-0.01102019,101,3,-0.00453879535681173,-0.00010381597910087
"430",6,430,70,83,-0.00813811349047381,6,70,50,"night",3,-0.014654672,101,3,-0.00453879535681173,-0.00359931813366208
"431",6,431,71,84,-0.00453879535681173,6,71,50,"night",3,-0.010906946,101,3,-0.00453879535681173,0
"432",6,432,72,85,-0.00773997708129214,6,72,50,"night",3,-0.014243713,101,3,-0.00453879535681173,-0.00320118172448041
"433",7,433,1,14,0.00428154171624419,7,1,15,"day",1,0.008426728,101,3,-0.0117778330551733,0.0160593747714175
"434",7,434,2,15,-0.00281318320604505,7,2,15,"day",1,0.001030699,101,3,-0.0117778330551733,0.00896464984912825
"435",7,435,3,16,-0.00151231703051586,7,3,15,"day",1,0.002388055,101,3,-0.0117778330551733,0.0102655160246574
"436",7,436,4,17,-0.00406267038310104,7,4,15,"day",1,-0.000275605,101,3,-0.0117778330551733,0.00771516267207226
"437",7,437,5,18,0.00059596328908087,7,5,15,"day",1,0.004584335,101,3,-0.0117778330551733,0.0123737963442542
"438",7,438,6,19,-0.00208768055659148,7,6,15,"day",1,0.001784031,101,3,-0.0117778330551733,0.00969015249858182
"439",7,439,7,20,-0.0006959014755441,7,7,15,"day",1,0.003230392,101,3,-0.0117778330551733,0.0110819315796292
"440",7,440,8,21,0.00130142338986773,7,8,15,"day",1,0.005304912,101,3,-0.0117778330551733,0.013079256445041
"441",7,441,9,22,-0.00103847990185525,7,9,15,"day",1,0.002875997,101,3,-0.0117778330551733,0.010739353153318
"442",7,442,10,23,0.00292759985727125,7,10,15,"day",1,0.007014553,101,3,-0.0117778330551733,0.0147054329124445
"443",7,443,11,24,0.000569927715371665,7,11,15,"day",1,0.004550546,101,3,-0.0117778330551733,0.012347760770545
"444",7,444,12,25,-0.000911066989986803,7,12,15,"day",1,0.003017569,101,3,-0.0117778330551733,0.0108667660651865
"445",7,445,13,26,-0.0152036527635454,7,13,15,"night",1,-0.011828451,101,3,-0.0117778330551733,-0.0034258197083721
"446",7,446,14,27,-0.0117778330551733,7,14,15,"night",1,-0.008272373,101,3,-0.0117778330551733,0
